Code	Region	Country	variable	value
233	Eastern Europe	Estonia	1840	166.7
372	Western Europe	Ireland	1840	160.9
428	Eastern Europe	Latvia	1840	166.5
440	Eastern Europe	Lithuania	1840	165.3
578	Western Europe	Norway	1840	168
752	Western Europe	Sweden	1840	167.9
826	Western Europe	United Kingdom	1840	166.5
191	Eastern Europe	Croatia	1840	161.2
380	Western Europe	Italy	1840	162
620	Western Europe	Portugal	1840	163.539
724	Western Europe	Spain	1840	163.7
112	Eastern Europe	Belarus	1840	163.9
203	Eastern Europe	Czech Republic	1840	164.8
348	Eastern Europe	Hungary	1840	164
616	Eastern Europe	Poland	1840	163.1
498	Eastern Europe	Republic of Moldova	1840	165.1
642	Eastern Europe	Romania	1840	164
643	Eastern Europe	Russian Federation	1840	164.2
804	Eastern Europe	Ukraine	1840	164.1
124	Western Offshoots	Canada	1840	170.4
840	Western Offshoots	United States of America	1840	172.2
484	Latin America and Caribbean	Mexico	1840	162.5
32	Latin America and Caribbean	Argentina	1840	169.6
76	Latin America and Caribbean	Brazil	1840	164.6
604	Latin America and Caribbean	Peru	1840	161.3
356	South and South-East Asia	India	1840	160.304
586	South and South-East Asia	Pakistan	1840	165.1
156	East Asia	China	1840	166.2
116	South and South-East Asia	Cambodia	1840	161.6
360	South and South-East Asia	Indonesia	1840	160.352
418	South and South-East Asia	Lao People's Democratic Republic	1840	159.6
458	South and South-East Asia	Malaysia	1840	159.3
704	South and South-East Asia	Viet Nam	1840	157.5
268	Eastern Europe	Georgia	1840	165.5
398	Eastern Europe	Kazakhstan	1840	165.3
854	Sub-Saharan Africa	Burkina Faso	1840	162.59
40	Western Europe	Austria	1850	165.8
56	Western Europe	Belgium	1850	166.1
250	Western Europe	France	1850	165.2
276	Western Europe	Germany	1850	163.8
528	Western Europe	Netherlands	1850	165.3
208	Western Europe	Denmark	1850	167.4
578	Western Europe	Norway	1850	169.1
752	Western Europe	Sweden	1850	168.4
826	Western Europe	United Kingdom	1850	165.6
191	Eastern Europe	Croatia	1850	168.1
380	Western Europe	Italy	1850	162.9
620	Western Europe	Portugal	1850	164.16
688	Eastern Europe	Serbia	1850	166.2
724	Western Europe	Spain	1850	162.5
203	Eastern Europe	Czech Republic	1850	165.5
348	Eastern Europe	Hungary	1850	163.7
642	Eastern Europe	Romania	1850	163.4
643	Eastern Europe	Russian Federation	1850	163.4
703	Eastern Europe	Slovakia	1850	164.1
804	Eastern Europe	Ukraine	1850	163.1
124	Western Offshoots	Canada	1850	172.466
840	Western Offshoots	United States of America	1850	171.1
484	Latin America and Caribbean	Mexico	1850	163.4
32	Latin America and Caribbean	Argentina	1850	168.2
76	Latin America and Caribbean	Brazil	1850	164.5
604	Latin America and Caribbean	Peru	1850	161.8
36	Western Offshoots	Australia	1850	170
50	South and South-East Asia	Bangladesh	1850	161.807
356	South and South-East Asia	India	1850	161.823
364	MENA	Iran (Islamic Republic of)	1850	165.33
586	South and South-East Asia	Pakistan	1850	162
156	East Asia	China	1850	166.2
9002	East Asia	Taiwan	1850	163.855
116	South and South-East Asia	Cambodia	1850	163.2
360	South and South-East Asia	Indonesia	1850	160.58
418	South and South-East Asia	Lao People's Democratic Republic	1850	160
104	South and South-East Asia	Myanmar	1850	161.1
704	South and South-East Asia	Viet Nam	1850	158.4
51	Eastern Europe	Armenia	1850	169.324
31	Eastern Europe	Azerbaijan	1850	170.185
376	MENA	Israel	1850	169.06
422	MENA	Lebanon	1850	166.45
760	MENA	Syrian Arab Republic	1850	166.34
792	MENA	Turkey	1850	168.66
887	MENA	Yemen	1850	162.26
398	Eastern Europe	Kazakhstan	1850	164.6
818	MENA	Egypt	1850	166.35
384	Sub-Saharan Africa	Cote d'Ivoire	1850	170.523
466	Sub-Saharan Africa	Mali	1850	166.467
178	Sub-Saharan Africa	Congo	1850	167.605
40	Western Europe	Austria	1860	166.4
56	Western Europe	Belgium	1860	166.6
250	Western Europe	France	1860	165.4
276	Western Europe	Germany	1860	165.5
528	Western Europe	Netherlands	1860	166.5
208	Western Europe	Denmark	1860	168.1
246	Western Europe	Finland	1860	167.3
578	Western Europe	Norway	1860	169.7
752	Western Europe	Sweden	1860	169.3
826	Western Europe	United Kingdom	1860	166.6
191	Eastern Europe	Croatia	1860	165.9
380	Western Europe	Italy	1860	163.1
620	Western Europe	Portugal	1860	164.066
724	Western Europe	Spain	1860	162.7
203	Eastern Europe	Czech Republic	1860	166
348	Eastern Europe	Hungary	1860	165.3
616	Eastern Europe	Poland	1860	165.5
642	Eastern Europe	Romania	1860	164.1
643	Eastern Europe	Russian Federation	1860	163.3
703	Eastern Europe	Slovakia	1860	163.5
124	Western Offshoots	Canada	1860	172
840	Western Offshoots	United States of America	1860	170.6
484	Latin America and Caribbean	Mexico	1860	162.9
32	Latin America and Caribbean	Argentina	1860	167.4
76	Latin America and Caribbean	Brazil	1860	165
604	Latin America and Caribbean	Peru	1860	161.7
36	Western Offshoots	Australia	1860	170.6
554	Western Offshoots	New Zealand	1860	172.4
50	South and South-East Asia	Bangladesh	1860	162.346
356	South and South-East Asia	India	1860	162.979
586	South and South-East Asia	Pakistan	1860	164.6
156	East Asia	China	1860	165.7
9002	East Asia	Taiwan	1860	163.86
116	South and South-East Asia	Cambodia	1860	164.9
360	South and South-East Asia	Indonesia	1860	160.43
418	South and South-East Asia	Lao People's Democratic Republic	1860	159
458	South and South-East Asia	Malaysia	1860	161
104	South and South-East Asia	Myanmar	1860	164
608	South and South-East Asia	Philippines	1860	155
764	South and South-East Asia	Thailand	1860	160.1
704	South and South-East Asia	Viet Nam	1860	158.3
51	Eastern Europe	Armenia	1860	167.62
31	Eastern Europe	Azerbaijan	1860	170.816
196	MENA	Cyprus	1860	168.783
268	Eastern Europe	Georgia	1860	163
376	MENA	Israel	1860	168.85
422	MENA	Lebanon	1860	167.16
760	MENA	Syrian Arab Republic	1860	167.98
792	MENA	Turkey	1860	169.06
887	MENA	Yemen	1860	161.12
762	Eastern Europe	Tajikistan	1860	165
818	MENA	Egypt	1860	167.69
288	Sub-Saharan Africa	Ghana	1860	167.757
686	Sub-Saharan Africa	Senegal	1860	172.545
768	Sub-Saharan Africa	Togo	1860	165.345
120	Sub-Saharan Africa	Cameroon	1860	165.145
178	Sub-Saharan Africa	Congo	1860	166.043
232	Sub-Saharan Africa	Eritrea	1860	166.282
450	Sub-Saharan Africa	Madagascar	1860	163.918
40	Western Europe	Austria	1870	167.2
56	Western Europe	Belgium	1870	166.6
250	Western Europe	France	1870	165.5
276	Western Europe	Germany	1870	166.9
528	Western Europe	Netherlands	1870	167.1
756	Western Europe	Switzerland	1870	164.7
208	Western Europe	Denmark	1870	168.1
233	Eastern Europe	Estonia	1870	167.6
372	Western Europe	Ireland	1870	168.45
578	Western Europe	Norway	1870	170.4
752	Western Europe	Sweden	1870	170.3
826	Western Europe	United Kingdom	1870	167.15
191	Eastern Europe	Croatia	1870	166.8
300	Western Europe	Greece	1870	168.5
380	Western Europe	Italy	1870	163.5
620	Western Europe	Portugal	1870	164.688
688	Eastern Europe	Serbia	1870	169.7
705	Eastern Europe	Slovenia	1870	168.3
724	Western Europe	Spain	1870	162.6
203	Eastern Europe	Czech Republic	1870	167
348	Eastern Europe	Hungary	1870	166.388
616	Eastern Europe	Poland	1870	166.3
642	Eastern Europe	Romania	1870	165.367
643	Eastern Europe	Russian Federation	1870	165.8
703	Eastern Europe	Slovakia	1870	165.1
804	Eastern Europe	Ukraine	1870	164.6
124	Western Offshoots	Canada	1870	171.2
840	Western Offshoots	United States of America	1870	171.1
192	Latin America and Caribbean	Cuba	1870	167.1
484	Latin America and Caribbean	Mexico	1870	163.7
32	Latin America and Caribbean	Argentina	1870	167.6
76	Latin America and Caribbean	Brazil	1870	166.5
170	Latin America and Caribbean	Colombia	1870	161.085
604	Latin America and Caribbean	Peru	1870	161.3
36	Western Offshoots	Australia	1870	170.053
554	Western Offshoots	New Zealand	1870	172.4
4	South and South-East Asia	Afghanistan	1870	168.4
50	South and South-East Asia	Bangladesh	1870	163.684
356	South and South-East Asia	India	1870	163.782
364	MENA	Iran (Islamic Republic of)	1870	168.26
586	South and South-East Asia	Pakistan	1870	165.2
144	South and South-East Asia	Sri Lanka	1870	162.5
156	East Asia	China	1870	165.8
408	East Asia	Democratic People's Republic of Korea	1870	163.41
410	East Asia	Korea	1870	163.41
9002	East Asia	Taiwan	1870	163.36
116	South and South-East Asia	Cambodia	1870	159
360	South and South-East Asia	Indonesia	1870	158.085
418	South and South-East Asia	Lao People's Democratic Republic	1870	159.1
458	South and South-East Asia	Malaysia	1870	157.2
104	South and South-East Asia	Myanmar	1870	161.3
608	South and South-East Asia	Philippines	1870	159.5
764	South and South-East Asia	Thailand	1870	161.5
704	South and South-East Asia	Viet Nam	1870	158.3
196	MENA	Cyprus	1870	169.778
792	MENA	Turkey	1870	170.08
398	Eastern Europe	Kazakhstan	1870	163.4
762	Eastern Europe	Tajikistan	1870	164.8
818	MENA	Egypt	1870	166.88
729	MENA	Sudan (North)	1870	167.99
854	Sub-Saharan Africa	Burkina Faso	1870	171.2
384	Sub-Saharan Africa	Cote d'Ivoire	1870	169.756
324	Sub-Saharan Africa	Guinea	1870	169.885
562	Sub-Saharan Africa	Niger	1870	167.298
566	Sub-Saharan Africa	Nigeria	1870	165.612
686	Sub-Saharan Africa	Senegal	1870	168.157
120	Sub-Saharan Africa	Cameroon	1870	165.715
148	Sub-Saharan Africa	Chad	1870	169.793
180	Sub-Saharan Africa	Democratic Republic of the Congo	1870	165.734
454	Sub-Saharan Africa	Malawi	1870	166.65
508	Sub-Saharan Africa	Mozambique	1870	167.05
800	Sub-Saharan Africa	Uganda	1870	168.07
834	Sub-Saharan Africa	United Republic of Tanzania	1870	167.769
40	Western Europe	Austria	1880	167.7
250	Western Europe	France	1880	165.9
276	Western Europe	Germany	1880	167.9
528	Western Europe	Netherlands	1880	168.5
756	Western Europe	Switzerland	1880	166.8
208	Western Europe	Denmark	1880	169.5
372	Western Europe	Ireland	1880	168.7
428	Eastern Europe	Latvia	1880	170.6
578	Western Europe	Norway	1880	171.1
752	Western Europe	Sweden	1880	171.2
826	Western Europe	United Kingdom	1880	167.95
8	Eastern Europe	Albania	1880	170.1
191	Eastern Europe	Croatia	1880	168.9
300	Western Europe	Greece	1880	167.26
380	Western Europe	Italy	1880	163.9
620	Western Europe	Portugal	1880	164.161
688	Eastern Europe	Serbia	1880	167.1
724	Western Europe	Spain	1880	163.9
100	Eastern Europe	Bulgaria	1880	167.6
203	Eastern Europe	Czech Republic	1880	167.6
348	Eastern Europe	Hungary	1880	169.1
616	Eastern Europe	Poland	1880	166.8
642	Eastern Europe	Romania	1880	164.1
643	Eastern Europe	Russian Federation	1880	166.6
703	Eastern Europe	Slovakia	1880	165.8
804	Eastern Europe	Ukraine	1880	165.4
124	Western Offshoots	Canada	1880	171.2
840	Western Offshoots	United States of America	1880	169.5
192	Latin America and Caribbean	Cuba	1880	166.8
484	Latin America and Caribbean	Mexico	1880	163.9
32	Latin America and Caribbean	Argentina	1880	167.565
76	Latin America and Caribbean	Brazil	1880	166.1
170	Latin America and Caribbean	Colombia	1880	162.08
328	Latin America and Caribbean	Guyana	1880	159.16
604	Latin America and Caribbean	Peru	1880	161.5
858	Latin America and Caribbean	Uruguay	1880	164.98
36	Western Offshoots	Australia	1880	171.1
554	Western Offshoots	New Zealand	1880	172.7
598	South and South-East Asia	Papua New Guinea	1880	152.359
4	South and South-East Asia	Afghanistan	1880	165.69
50	South and South-East Asia	Bangladesh	1880	162.061
356	South and South-East Asia	India	1880	162.427
364	MENA	Iran (Islamic Republic of)	1880	165.19
524	South and South-East Asia	Nepal	1880	162.433
156	East Asia	China	1880	165.3
408	East Asia	Democratic People's Republic of Korea	1880	160.1
392	East Asia	Japan	1880	157.79
410	East Asia	Korea	1880	160.1
9002	East Asia	Taiwan	1880	162.898
116	South and South-East Asia	Cambodia	1880	161.7
360	South and South-East Asia	Indonesia	1880	158.58
104	South and South-East Asia	Myanmar	1880	160.698
608	South and South-East Asia	Philippines	1880	158.9
764	South and South-East Asia	Thailand	1880	162.3
704	South and South-East Asia	Viet Nam	1880	157.7
196	MENA	Cyprus	1880	169.086
368	MENA	Iraq	1880	168.37
760	MENA	Syrian Arab Republic	1880	162.2
792	MENA	Turkey	1880	167.414
887	MENA	Yemen	1880	160.77
417	Eastern Europe	Kyrgyzstan	1880	165.26
762	Eastern Europe	Tajikistan	1880	166.6
818	MENA	Egypt	1880	162.99
504	MENA	Morocco	1880	168.6
729	MENA	Sudan (North)	1880	169.865
854	Sub-Saharan Africa	Burkina Faso	1880	171.463
288	Sub-Saharan Africa	Ghana	1880	167.8
466	Sub-Saharan Africa	Mali	1880	171.043
562	Sub-Saharan Africa	Niger	1880	173
566	Sub-Saharan Africa	Nigeria	1880	167.873
24	Sub-Saharan Africa	Angola	1880	168.8
120	Sub-Saharan Africa	Cameroon	1880	166.556
140	Sub-Saharan Africa	Central African Republic	1880	167.1
148	Sub-Saharan Africa	Chad	1880	168.969
180	Sub-Saharan Africa	Democratic Republic of the Congo	1880	163.2
232	Sub-Saharan Africa	Eritrea	1880	165.342
404	Sub-Saharan Africa	Kenya	1880	164.535
706	Sub-Saharan Africa	Somalia	1880	172.75
800	Sub-Saharan Africa	Uganda	1880	166.311
834	Sub-Saharan Africa	United Republic of Tanzania	1880	168.516
40	Western Europe	Austria	1890	168.4
250	Western Europe	France	1890	166.1
276	Western Europe	Germany	1890	168.6
528	Western Europe	Netherlands	1890	169.4
756	Western Europe	Switzerland	1890	170.5
208	Western Europe	Denmark	1890	169.2
233	Eastern Europe	Estonia	1890	173.4
372	Western Europe	Ireland	1890	169.1
428	Eastern Europe	Latvia	1890	171.7
578	Western Europe	Norway	1890	171.1
752	Western Europe	Sweden	1890	172.4
826	Western Europe	United Kingdom	1890	167.4
8	Eastern Europe	Albania	1890	169.8
380	Western Europe	Italy	1890	164.7
620	Western Europe	Portugal	1890	164.15
688	Eastern Europe	Serbia	1890	168.1
724	Western Europe	Spain	1890	164
203	Eastern Europe	Czech Republic	1890	169.783
616	Eastern Europe	Poland	1890	167.2
643	Eastern Europe	Russian Federation	1890	168.3
124	Western Offshoots	Canada	1890	170.7
840	Western Offshoots	United States of America	1890	169.1
192	Latin America and Caribbean	Cuba	1890	166
388	Latin America and Caribbean	Jamaica	1890	170.2
630	Latin America and Caribbean	Puerto Rico	1890	164.53
320	Latin America and Caribbean	Guatemala	1890	156.3
484	Latin America and Caribbean	Mexico	1890	163.9
32	Latin America and Caribbean	Argentina	1890	167.792
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1890	163.594
76	Latin America and Caribbean	Brazil	1890	167.1
170	Latin America and Caribbean	Colombia	1890	161.855
328	Latin America and Caribbean	Guyana	1890	157.45
36	Western Offshoots	Australia	1890	171.3
554	Western Offshoots	New Zealand	1890	172
356	South and South-East Asia	India	1890	163.008
364	MENA	Iran (Islamic Republic of)	1890	165.98
586	South and South-East Asia	Pakistan	1890	165.04
156	East Asia	China	1890	164
408	East Asia	Democratic People's Republic of Korea	1890	160.7
392	East Asia	Japan	1890	157.79
410	East Asia	Korea	1890	160.7
9002	East Asia	Taiwan	1890	163.92
116	South and South-East Asia	Cambodia	1890	160.4
360	South and South-East Asia	Indonesia	1890	158.77
418	South and South-East Asia	Lao People's Democratic Republic	1890	160.6
458	South and South-East Asia	Malaysia	1890	155.8
104	South and South-East Asia	Myanmar	1890	163
608	South and South-East Asia	Philippines	1890	161.5
764	South and South-East Asia	Thailand	1890	161
704	South and South-East Asia	Viet Nam	1890	158.5
51	Eastern Europe	Armenia	1890	166.2
196	MENA	Cyprus	1890	168.334
268	Eastern Europe	Georgia	1890	164.26
368	MENA	Iraq	1890	166.617
422	MENA	Lebanon	1890	166.39
760	MENA	Syrian Arab Republic	1890	166.876
792	MENA	Turkey	1890	168.41
887	MENA	Yemen	1890	162.72
398	Eastern Europe	Kazakhstan	1890	164.8
417	Eastern Europe	Kyrgyzstan	1890	164.03
762	Eastern Europe	Tajikistan	1890	165.8
795	Eastern Europe	Turkmenistan	1890	168.9
860	Eastern Europe	Uzbekistan	1890	165.2
434	MENA	Libya	1890	166.5
729	MENA	Sudan (North)	1890	169.836
854	Sub-Saharan Africa	Burkina Faso	1890	167.9
384	Sub-Saharan Africa	Cote d'Ivoire	1890	168.83
288	Sub-Saharan Africa	Ghana	1890	164.2
324	Sub-Saharan Africa	Guinea	1890	164.21
624	Sub-Saharan Africa	Guinea-Bissau	1890	168.259
466	Sub-Saharan Africa	Mali	1890	169.376
686	Sub-Saharan Africa	Senegal	1890	171.75
694	Sub-Saharan Africa	Sierra Leone	1890	165.5
24	Sub-Saharan Africa	Angola	1890	169.1
120	Sub-Saharan Africa	Cameroon	1890	164.085
148	Sub-Saharan Africa	Chad	1890	169.6
180	Sub-Saharan Africa	Democratic Republic of the Congo	1890	162.609
710	Sub-Saharan Africa	South Africa	1890	170.364
404	Sub-Saharan Africa	Kenya	1890	166
706	Sub-Saharan Africa	Somalia	1890	171.4
800	Sub-Saharan Africa	Uganda	1890	166.425
834	Sub-Saharan Africa	United Republic of Tanzania	1890	167.669
716	Sub-Saharan Africa	Zimbabwe	1890	169.045
40	Western Europe	Austria	1900	168.9
56	Western Europe	Belgium	1900	167.8
250	Western Europe	France	1900	166.8
276	Western Europe	Germany	1900	169.2
528	Western Europe	Netherlands	1900	170.9
756	Western Europe	Switzerland	1900	170.462
208	Western Europe	Denmark	1900	170.5
233	Eastern Europe	Estonia	1900	175.3
246	Western Europe	Finland	1900	167.3
372	Western Europe	Ireland	1900	170
428	Eastern Europe	Latvia	1900	171.4
578	Western Europe	Norway	1900	172.03
752	Western Europe	Sweden	1900	172.8
826	Western Europe	United Kingdom	1900	169.367
8	Eastern Europe	Albania	1900	169.2
191	Eastern Europe	Croatia	1900	171.508
300	Western Europe	Greece	1900	169.6
380	Western Europe	Italy	1900	165.6
620	Western Europe	Portugal	1900	163.774
724	Western Europe	Spain	1900	164.6
807	Eastern Europe	Former Yugoslav Republic of Macedonia	1900	167.669
112	Eastern Europe	Belarus	1900	166.5
203	Eastern Europe	Czech Republic	1900	170.7
616	Eastern Europe	Poland	1900	166.568
642	Eastern Europe	Romania	1900	168.289
643	Eastern Europe	Russian Federation	1900	169.2
124	Western Offshoots	Canada	1900	169.9
840	Western Offshoots	United States of America	1900	170
192	Latin America and Caribbean	Cuba	1900	166.1
630	Latin America and Caribbean	Puerto Rico	1900	164.02
484	Latin America and Caribbean	Mexico	1900	163.9
32	Latin America and Caribbean	Argentina	1900	167.868
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1900	162.45
76	Latin America and Caribbean	Brazil	1900	167.5
170	Latin America and Caribbean	Colombia	1900	161.83
328	Latin America and Caribbean	Guyana	1900	156.8
600	Latin America and Caribbean	Paraguay	1900	165.615
36	Western Offshoots	Australia	1900	172.3
364	MENA	Iran (Islamic Republic of)	1900	167.47
524	South and South-East Asia	Nepal	1900	161.7
156	East Asia	China	1900	164
408	East Asia	Democratic People's Republic of Korea	1900	160.1
392	East Asia	Japan	1900	158.7
410	East Asia	Korea	1900	160.1
9002	East Asia	Taiwan	1900	164.54
116	South and South-East Asia	Cambodia	1900	158.3
360	South and South-East Asia	Indonesia	1900	158.96
418	South and South-East Asia	Lao People's Democratic Republic	1900	161.5
458	South and South-East Asia	Malaysia	1900	160.5
104	South and South-East Asia	Myanmar	1900	163.7
608	South and South-East Asia	Philippines	1900	160.4
764	South and South-East Asia	Thailand	1900	162.1
704	South and South-East Asia	Viet Nam	1900	161.2
51	Eastern Europe	Armenia	1900	163.58
368	MENA	Iraq	1900	168.56
422	MENA	Lebanon	1900	167.28
760	MENA	Syrian Arab Republic	1900	167.274
792	MENA	Turkey	1900	168.417
887	MENA	Yemen	1900	161.99
398	Eastern Europe	Kazakhstan	1900	165
417	Eastern Europe	Kyrgyzstan	1900	165.1
762	Eastern Europe	Tajikistan	1900	165.1
860	Eastern Europe	Uzbekistan	1900	165.5
818	MENA	Egypt	1900	166.2
729	MENA	Sudan (North)	1900	167.854
854	Sub-Saharan Africa	Burkina Faso	1900	171.174
384	Sub-Saharan Africa	Cote d'Ivoire	1900	167.9
288	Sub-Saharan Africa	Ghana	1900	165.9
324	Sub-Saharan Africa	Guinea	1900	168.4
624	Sub-Saharan Africa	Guinea-Bissau	1900	167.721
466	Sub-Saharan Africa	Mali	1900	167.485
478	Sub-Saharan Africa	Mauritania	1900	168.954
562	Sub-Saharan Africa	Niger	1900	168.663
686	Sub-Saharan Africa	Senegal	1900	170.384
768	Sub-Saharan Africa	Togo	1900	167
24	Sub-Saharan Africa	Angola	1900	168.1
120	Sub-Saharan Africa	Cameroon	1900	166.738
140	Sub-Saharan Africa	Central African Republic	1900	167.27
148	Sub-Saharan Africa	Chad	1900	165.8
426	Sub-Saharan Africa	Lesotho	1900	168
516	Sub-Saharan Africa	Namibia	1900	166.653
710	Sub-Saharan Africa	South Africa	1900	169.898
404	Sub-Saharan Africa	Kenya	1900	166.7
450	Sub-Saharan Africa	Madagascar	1900	163.151
508	Sub-Saharan Africa	Mozambique	1900	169.613
706	Sub-Saharan Africa	Somalia	1900	171.9
716	Sub-Saharan Africa	Zimbabwe	1900	167.63
40	Western Europe	Austria	1910	168.9
250	Western Europe	France	1910	167.8
276	Western Europe	Germany	1910	170.5
528	Western Europe	Netherlands	1910	172.6
756	Western Europe	Switzerland	1910	171.506
208	Western Europe	Denmark	1910	170
233	Eastern Europe	Estonia	1910	172
246	Western Europe	Finland	1910	170.5
578	Western Europe	Norway	1910	173.3
752	Western Europe	Sweden	1910	173.2
826	Western Europe	United Kingdom	1910	170.866
300	Western Europe	Greece	1910	168.1
380	Western Europe	Italy	1910	166.3
620	Western Europe	Portugal	1910	164.491
724	Western Europe	Spain	1910	165.1
807	Eastern Europe	Former Yugoslav Republic of Macedonia	1910	168.4
203	Eastern Europe	Czech Republic	1910	170.8
616	Eastern Europe	Poland	1910	169
643	Eastern Europe	Russian Federation	1910	169.1
124	Western Offshoots	Canada	1910	171.5
840	Western Offshoots	United States of America	1910	172.1
192	Latin America and Caribbean	Cuba	1910	167.9
388	Latin America and Caribbean	Jamaica	1910	167.132
630	Latin America and Caribbean	Puerto Rico	1910	165.35
320	Latin America and Caribbean	Guatemala	1910	156
484	Latin America and Caribbean	Mexico	1910	163.7
32	Latin America and Caribbean	Argentina	1910	168.2
76	Latin America and Caribbean	Brazil	1910	166.486
170	Latin America and Caribbean	Colombia	1910	163.545
36	Western Offshoots	Australia	1910	172.7
356	South and South-East Asia	India	1910	162.893
364	MENA	Iran (Islamic Republic of)	1910	167.19
156	East Asia	China	1910	164.7
392	East Asia	Japan	1910	159.605
496	East Asia	Mongolia	1910	162.6
9002	East Asia	Taiwan	1910	166.05
116	South and South-East Asia	Cambodia	1910	160.6
360	South and South-East Asia	Indonesia	1910	159.63
418	South and South-East Asia	Lao People's Democratic Republic	1910	156.2
764	South and South-East Asia	Thailand	1910	161.5
704	South and South-East Asia	Viet Nam	1910	158
51	Eastern Europe	Armenia	1910	163.75
368	MENA	Iraq	1910	166.15
792	MENA	Turkey	1910	167.95
398	Eastern Europe	Kazakhstan	1910	163.4
417	Eastern Europe	Kyrgyzstan	1910	165.1
762	Eastern Europe	Tajikistan	1910	165.1
795	Eastern Europe	Turkmenistan	1910	167.93
860	Eastern Europe	Uzbekistan	1910	166
12	MENA	Algeria	1910	168.8
818	MENA	Egypt	1910	166.21
729	MENA	Sudan (North)	1910	169
788	MENA	Tunisia	1910	162.9
204	Sub-Saharan Africa	Benin	1910	168.87
