Code	Region	Country	variable	value
368	MENA	Iraq	1860	0.199363
376	MENA	Israel	1860	0.189604
400	MENA	Jordan	1860	0.0393712
414	MENA	Kuwait	1860	0.0159135
422	MENA	Lebanon	1860	0.0659704
512	MENA	Oman	1860	0.0529398
634	MENA	Qatar	1860	0.00261303
682	MENA	Saudi Arabia	1860	0.340233
760	MENA	Syrian Arab Republic	1860	0.398256
792	MENA	Turkey	1860	5.1336
784	MENA	United Arab Emirates	1860	0.00727354
887	MENA	Yemen	1860	0.413285
398	Eastern Europe	Kazakhstan	1860	0.563802
417	Eastern Europe	Kyrgyzstan	1860	0.331361
762	Eastern Europe	Tajikistan	1860	0.295397
795	Eastern Europe	Turkmenistan	1860	0.233402
860	Eastern Europe	Uzbekistan	1860	1.24681
12	MENA	Algeria	1860	0.455485
818	MENA	Egypt	1860	0.489832
434	MENA	Libya	1860	0.0564715
504	MENA	Morocco	1860	0.592578
788	MENA	Tunisia	1860	0.21811
204	Sub-Saharan Africa	Benin	1860	0.2242
384	Sub-Saharan Africa	Cote d'Ivoire	1860	0.144952
288	Sub-Saharan Africa	Ghana	1860	0.347717
566	Sub-Saharan Africa	Nigeria	1860	2.07239
686	Sub-Saharan Africa	Senegal	1860	0.119863
768	Sub-Saharan Africa	Togo	1860	0.0579338
24	Sub-Saharan Africa	Angola	1860	0.278727
120	Sub-Saharan Africa	Cameroon	1860	0.22436
178	Sub-Saharan Africa	Congo	1860	0.0352102
180	Sub-Saharan Africa	Democratic Republic of the Congo	1860	0.603058
266	Sub-Saharan Africa	Gabon	1860	0.018148
72	Sub-Saharan Africa	Botswana	1860	0.00863957
516	Sub-Saharan Africa	Namibia	1860	0.0148623
710	Sub-Saharan Africa	South Africa	1860	1.89814
232	Sub-Saharan Africa	Eritrea	1860	0.0283642
404	Sub-Saharan Africa	Kenya	1860	0.264897
508	Sub-Saharan Africa	Mozambique	1860	0.501468
834	Sub-Saharan Africa	United Republic of Tanzania	1860	0.333467
894	Sub-Saharan Africa	Zambia	1860	0.372332
716	Sub-Saharan Africa	Zimbabwe	1860	0.188919
40	Western Europe	Austria	1870	93.3428
56	Western Europe	Belgium	1870	136.88
250	Western Europe	France	1870	225.417
276	Western Europe	Germany	1870	463.492
442	Western Europe	Luxembourg	1870	0.0206476
528	Western Europe	Netherlands	1870	35.6366
756	Western Europe	Switzerland	1870	8.29826
208	Western Europe	Denmark	1870	8.14018
233	Eastern Europe	Estonia	1870	0.340541
246	Western Europe	Finland	1870	4.03007
352	Western Europe	Iceland	1870	0.00442782
372	Western Europe	Ireland	1870	2.17121
428	Eastern Europe	Latvia	1870	0.776956
440	Eastern Europe	Lithuania	1870	0.980978
578	Western Europe	Norway	1870	7.97149
752	Western Europe	Sweden	1870	16.9571
826	Western Europe	United Kingdom	1870	1636.13
8	Eastern Europe	Albania	1870	0.288675
70	Eastern Europe	Bosnia and Herzegovina	1870	0.517328
191	Eastern Europe	Croatia	1870	0.748851
292	Western Europe	Gibraltar	1870	0.00129188
300	Western Europe	Greece	1870	6.76156
380	Western Europe	Italy	1870	31.2003
470	Western Europe	Malta	1870	0.0195733
620	Western Europe	Portugal	1870	1.12084
705	Eastern Europe	Slovenia	1870	0.286355
724	Western Europe	Spain	1870	69.5057
807	Eastern Europe	Former Yugoslav Republic of Macedonia	1870	0.239041
112	Eastern Europe	Belarus	1870	1.89486
100	Eastern Europe	Bulgaria	1870	0.2586
203	Eastern Europe	Czech Republic	1870	63.7434
348	Eastern Europe	Hungary	1870	44.2285
616	Eastern Europe	Poland	1870	98.1799
498	Eastern Europe	Republic of Moldova	1870	0.506627
642	Eastern Europe	Romania	1870	1.26431
643	Eastern Europe	Russian Federation	1870	53.9605
703	Eastern Europe	Slovakia	1870	7.53457
804	Eastern Europe	Ukraine	1870	12.5564
124	Western Offshoots	Canada	1870	14.9473
840	Western Offshoots	United States of America	1870	1365.4
192	Latin America and Caribbean	Cuba	1870	0.217978
214	Latin America and Caribbean	Dominican Republic	1870	0.0613544
332	Latin America and Caribbean	Haiti	1870	0.115
388	Latin America and Caribbean	Jamaica	1870	0.050544
780	Latin America and Caribbean	Trinidad and Tobago	1870	0.0124
188	Latin America and Caribbean	Costa Rica	1870	0.0149865
222	Latin America and Caribbean	El Salvador	1870	0.0632222
320	Latin America and Caribbean	Guatemala	1870	0.108
340	Latin America and Caribbean	Honduras	1870	0.0419647
484	Latin America and Caribbean	Mexico	1870	1.635
558	Latin America and Caribbean	Nicaragua	1870	0.0337
591	Latin America and Caribbean	Panama	1870	0.0176
32	Latin America and Caribbean	Argentina	1870	0.223331
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1870	0.146095
76	Latin America and Caribbean	Brazil	1870	2.24853
152	Latin America and Caribbean	Chile	1870	58.5042
170	Latin America and Caribbean	Colombia	1870	0.427267
218	Latin America and Caribbean	Ecuador	1870	0.215832
600	Latin America and Caribbean	Paraguay	1870	0.0581365
604	Latin America and Caribbean	Peru	1870	0.259981
858	Latin America and Caribbean	Uruguay	1870	0.0730805
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1870	6.14475
36	Western Offshoots	Australia	1870	31.9193
554	Western Offshoots	New Zealand	1870	0.243914
50	South and South-East Asia	Bangladesh	1870	4.14891
356	South and South-East Asia	India	1870	42.6076
364	MENA	Iran (Islamic Republic of)	1870	2.13842
524	South and South-East Asia	Nepal	1870	0.909941
586	South and South-East Asia	Pakistan	1870	4.51082
144	South and South-East Asia	Sri Lanka	1870	0.413701
156	East Asia	China	1870	137.873
344	East Asia	Hong Kong China	1870	0.0370836
408	East Asia	Democratic People's Republic of Korea	1870	4.41783
392	East Asia	Japan	1870	26.6242
496	East Asia	Mongolia	1870	0.201397
410	East Asia	Korea	1870	2.72007
96	South and South-East Asia	Brunei Darussalam	1870	0.00191667
116	South and South-East Asia	Cambodia	1870	0.705493
360	South and South-East Asia	Indonesia	1870	4.27273
458	South and South-East Asia	Malaysia	1870	0.16
104	South and South-East Asia	Myanmar	1870	0.849
608	South and South-East Asia	Philippines	1870	0.771937
702	South and South-East Asia	Singapore	1870	0.0107723
764	South and South-East Asia	Thailand	1870	1.15575
704	South and South-East Asia	Viet Nam	1870	2.03697
51	Eastern Europe	Armenia	1870	0.337671
31	Eastern Europe	Azerbaijan	1870	0.518783
48	MENA	Bahrain	1870	0.0122061
196	MENA	Cyprus	1870	0.0227515
268	Eastern Europe	Georgia	1870	1.00916
368	MENA	Iraq	1870	0.22956
376	MENA	Israel	1870	0.191519
400	MENA	Jordan	1870	0.0518344
414	MENA	Kuwait	1870	0.0160742
422	MENA	Lebanon	1870	0.0706826
512	MENA	Oman	1870	0.0544969
634	MENA	Qatar	1870	0.00263943
682	MENA	Saudi Arabia	1870	0.347176
760	MENA	Syrian Arab Republic	1870	0.411103
792	MENA	Turkey	1870	6.56681
784	MENA	United Arab Emirates	1870	0.00734701
887	MENA	Yemen	1870	0.42172
398	Eastern Europe	Kazakhstan	1870	0.634784
417	Eastern Europe	Kyrgyzstan	1870	0.370085
762	Eastern Europe	Tajikistan	1870	0.344765
795	Eastern Europe	Turkmenistan	1870	0.272387
860	Eastern Europe	Uzbekistan	1870	1.56965
12	MENA	Algeria	1870	0.502131
818	MENA	Egypt	1870	0.559808
434	MENA	Libya	1870	0.0586688
504	MENA	Morocco	1870	0.634165
788	MENA	Tunisia	1870	0.232821
204	Sub-Saharan Africa	Benin	1870	0.250502
384	Sub-Saharan Africa	Cote d'Ivoire	1870	0.164837
288	Sub-Saharan Africa	Ghana	1870	0.39564
566	Sub-Saharan Africa	Nigeria	1870	2.33965
686	Sub-Saharan Africa	Senegal	1870	0.122309
768	Sub-Saharan Africa	Togo	1870	0.065882
24	Sub-Saharan Africa	Angola	1870	0.299208
120	Sub-Saharan Africa	Cameroon	1870	0.253254
178	Sub-Saharan Africa	Congo	1870	0.0359288
180	Sub-Saharan Africa	Democratic Republic of the Congo	1870	0.692259
266	Sub-Saharan Africa	Gabon	1870	0.0189613
72	Sub-Saharan Africa	Botswana	1870	0.00990273
516	Sub-Saharan Africa	Namibia	1870	0.0168664
710	Sub-Saharan Africa	South Africa	1870	2.54615
232	Sub-Saharan Africa	Eritrea	1870	0.0297614
404	Sub-Saharan Africa	Kenya	1870	0.286438
508	Sub-Saharan Africa	Mozambique	1870	0.576773
834	Sub-Saharan Africa	United Republic of Tanzania	1870	0.364304
894	Sub-Saharan Africa	Zambia	1870	0.37993
716	Sub-Saharan Africa	Zimbabwe	1870	0.223279
40	Western Europe	Austria	1880	245.756
56	Western Europe	Belgium	1880	169.552
250	Western Europe	France	1880	342.908
276	Western Europe	Germany	1880	767.562
442	Western Europe	Luxembourg	1880	0.0219853
528	Western Europe	Netherlands	1880	57.4063
756	Western Europe	Switzerland	1880	13.3769
208	Western Europe	Denmark	1880	13.0963
233	Eastern Europe	Estonia	1880	0.471964
246	Western Europe	Finland	1880	4.35663
352	Western Europe	Iceland	1880	0.00447255
372	Western Europe	Ireland	1880	2.0868
428	Eastern Europe	Latvia	1880	1.25124
440	Eastern Europe	Lithuania	1880	1.84575
578	Western Europe	Norway	1880	13.3628
752	Western Europe	Sweden	1880	24.027
826	Western Europe	United Kingdom	1880	2105.16
8	Eastern Europe	Albania	1880	0.318676
70	Eastern Europe	Bosnia and Herzegovina	1880	0.573256
191	Eastern Europe	Croatia	1880	0.83094
292	Western Europe	Gibraltar	1880	0.00130493
300	Western Europe	Greece	1880	5.42805
380	Western Europe	Italy	1880	55.7421
470	Western Europe	Malta	1880	0.0203889
620	Western Europe	Portugal	1880	3.46825
705	Eastern Europe	Slovenia	1880	0.317315
724	Western Europe	Spain	1880	142.107
807	Eastern Europe	Former Yugoslav Republic of Macedonia	1880	0.264884
112	Eastern Europe	Belarus	1880	2.50655
100	Eastern Europe	Bulgaria	1880	0.320011
203	Eastern Europe	Czech Republic	1880	260.487
348	Eastern Europe	Hungary	1880	70.1157
616	Eastern Europe	Poland	1880	153.373
498	Eastern Europe	Republic of Moldova	1880	0.71557
642	Eastern Europe	Romania	1880	1.4827
643	Eastern Europe	Russian Federation	1880	84.7493
703	Eastern Europe	Slovakia	1880	28.5623
804	Eastern Europe	Ukraine	1880	29.773
124	Western Offshoots	Canada	1880	46.8026
840	Western Offshoots	United States of America	1880	2654.38
192	Latin America and Caribbean	Cuba	1880	0.229778
214	Latin America and Caribbean	Dominican Republic	1880	0.076693
332	Latin America and Caribbean	Haiti	1880	0.137041
388	Latin America and Caribbean	Jamaica	1880	0.0572832
780	Latin America and Caribbean	Trinidad and Tobago	1880	0.0182766
188	Latin America and Caribbean	Costa Rica	1880	0.0195233
222	Latin America and Caribbean	El Salvador	1880	0.0697276
320	Latin America and Caribbean	Guatemala	1880	0.117325
340	Latin America and Caribbean	Honduras	1880	0.0451927
484	Latin America and Caribbean	Mexico	1880	1.69632
558	Latin America and Caribbean	Nicaragua	1880	0.0384132
591	Latin America and Caribbean	Panama	1880	0.0193224
32	Latin America and Caribbean	Argentina	1880	0.272228
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1880	0.122353
76	Latin America and Caribbean	Brazil	1880	2.50142
152	Latin America and Caribbean	Chile	1880	71.2668
170	Latin America and Caribbean	Colombia	1880	0.50957
218	Latin America and Caribbean	Ecuador	1880	0.246568
600	Latin America and Caribbean	Paraguay	1880	0.0641413
604	Latin America and Caribbean	Peru	1880	0.307605
858	Latin America and Caribbean	Uruguay	1880	0.098861
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1880	0.437994
36	Western Offshoots	Australia	1880	46.1781
554	Western Offshoots	New Zealand	1880	7.10189
50	South and South-East Asia	Bangladesh	1880	4.14119
356	South and South-East Asia	India	1880	47.6071
364	MENA	Iran (Islamic Republic of)	1880	2.52184
524	South and South-East Asia	Nepal	1880	1.01256
586	South and South-East Asia	Pakistan	1880	4.70735
144	South and South-East Asia	Sri Lanka	1880	0.402138
156	East Asia	China	1880	139.607
344	East Asia	Hong Kong China	1880	0.0508015
408	East Asia	Democratic People's Republic of Korea	1880	4.71198
392	East Asia	Japan	1880	53.5435
496	East Asia	Mongolia	1880	0.206809
410	East Asia	Korea	1880	2.65034
96	South and South-East Asia	Brunei Darussalam	1880	0.00208169
116	South and South-East Asia	Cambodia	1880	0.752533
360	South and South-East Asia	Indonesia	1880	5.08686
458	South and South-East Asia	Malaysia	1880	0.291661
104	South and South-East Asia	Myanmar	1880	1.1735
608	South and South-East Asia	Philippines	1880	0.925721
702	South and South-East Asia	Singapore	1880	0.0139406
764	South and South-East Asia	Thailand	1880	1.24531
704	South and South-East Asia	Viet Nam	1880	2.33846
51	Eastern Europe	Armenia	1880	0.44611
31	Eastern Europe	Azerbaijan	1880	0.736395
48	MENA	Bahrain	1880	0.0123294
196	MENA	Cyprus	1880	0.0229813
268	Eastern Europe	Georgia	1880	1.3731
368	MENA	Iraq	1880	0.263572
376	MENA	Israel	1880	0.193454
400	MENA	Jordan	1880	0.0606228
414	MENA	Kuwait	1880	0.0162366
422	MENA	Lebanon	1880	0.0843826
512	MENA	Oman	1880	0.0560182
634	MENA	Qatar	1880	0.00266609
682	MENA	Saudi Arabia	1880	0.358135
760	MENA	Syrian Arab Republic	1880	0.464114
792	MENA	Turkey	1880	6.48703
784	MENA	United Arab Emirates	1880	0.00742122
887	MENA	Yemen	1880	0.439956
398	Eastern Europe	Kazakhstan	1880	0.966132
417	Eastern Europe	Kyrgyzstan	1880	0.409811
762	Eastern Europe	Tajikistan	1880	0.415059
795	Eastern Europe	Turkmenistan	1880	0.367996
860	Eastern Europe	Uzbekistan	1880	2.19541
12	MENA	Algeria	1880	0.548779
818	MENA	Egypt	1880	0.63979
434	MENA	Libya	1880	0.0644358
504	MENA	Morocco	1880	0.696501
788	MENA	Tunisia	1880	0.258946
204	Sub-Saharan Africa	Benin	1880	0.292746
384	Sub-Saharan Africa	Cote d'Ivoire	1880	0.193411
288	Sub-Saharan Africa	Ghana	1880	0.468309
566	Sub-Saharan Africa	Nigeria	1880	2.70338
686	Sub-Saharan Africa	Senegal	1880	0.138656
768	Sub-Saharan Africa	Togo	1880	0.0829473
24	Sub-Saharan Africa	Angola	1880	0.346593
120	Sub-Saharan Africa	Cameroon	1880	0.298201
178	Sub-Saharan Africa	Congo	1880	0.0366621
180	Sub-Saharan Africa	Democratic Republic of the Congo	1880	0.821148
266	Sub-Saharan Africa	Gabon	1880	0.020888
72	Sub-Saharan Africa	Botswana	1880	0.0114047
516	Sub-Saharan Africa	Namibia	1880	0.0246061
710	Sub-Saharan Africa	South Africa	1880	11.4434
232	Sub-Saharan Africa	Eritrea	1880	0.0312275
404	Sub-Saharan Africa	Kenya	1880	0.318321
508	Sub-Saharan Africa	Mozambique	1880	0.661257
834	Sub-Saharan Africa	United Republic of Tanzania	1880	0.421395
894	Sub-Saharan Africa	Zambia	1880	0.387684
716	Sub-Saharan Africa	Zimbabwe	1880	0.26394
40	Western Europe	Austria	1890	237.618
56	Western Europe	Belgium	1890	222.607
250	Western Europe	France	1890	422.172
276	Western Europe	Germany	1890	1225.04
442	Western Europe	Luxembourg	1890	0.0233231
528	Western Europe	Netherlands	1890	72.4571
756	Western Europe	Switzerland	1890	23.3463
208	Western Europe	Denmark	1890	20.8418
233	Eastern Europe	Estonia	1890	0.994741
246	Western Europe	Finland	1890	12.9391
352	Western Europe	Iceland	1890	0.00864325
372	Western Europe	Ireland	1890	1.84822
428	Eastern Europe	Latvia	1890	2.24927
440	Eastern Europe	Lithuania	1890	3.81735
578	Western Europe	Norway	1890	24.1075
752	Western Europe	Sweden	1890	39.3195
826	Western Europe	United Kingdom	1890	2565.49
8	Eastern Europe	Albania	1890	0.327274
70	Eastern Europe	Bosnia and Herzegovina	1890	0.635229
191	Eastern Europe	Croatia	1890	0.923801
292	Western Europe	Gibraltar	1890	0.00131811
300	Western Europe	Greece	1890	10.8351
380	Western Europe	Italy	1890	154.951
470	Western Europe	Malta	1890	0.0212384
620	Western Europe	Portugal	1890	10.9348
705	Eastern Europe	Slovenia	1890	0.353275
724	Western Europe	Spain	1890	228.969
807	Eastern Europe	Former Yugoslav Republic of Macedonia	1890	0.293775
112	Eastern Europe	Belarus	1890	2.93333
100	Eastern Europe	Bulgaria	1890	2.71566
203	Eastern Europe	Czech Republic	1890	452.7
348	Eastern Europe	Hungary	1890	124.616
616	Eastern Europe	Poland	1890	240.909
498	Eastern Europe	Republic of Moldova	1890	1.52927
642	Eastern Europe	Romania	1890	27.7477
643	Eastern Europe	Russian Federation	1890	125.224
703	Eastern Europe	Slovakia	1890	48.5616
804	Eastern Europe	Ukraine	1890	50.3157
124	Western Offshoots	Canada	1890	111.882
840	Western Offshoots	United States of America	1890	5331.12
192	Latin America and Caribbean	Cuba	1890	0.239472
214	Latin America and Caribbean	Dominican Republic	1890	0.0997312
332	Latin America and Caribbean	Haiti	1890	0.169199
388	Latin America and Caribbean	Jamaica	1890	0.0649209
780	Latin America and Caribbean	Trinidad and Tobago	1890	0.0394339
188	Latin America and Caribbean	Costa Rica	1890	0.0285089
222	Latin America and Caribbean	El Salvador	1890	0.0772155
320	Latin America and Caribbean	Guatemala	1890	0.1235
340	Latin America and Caribbean	Honduras	1890	0.0486691
484	Latin America and Caribbean	Mexico	1890	16.5574
558	Latin America and Caribbean	Nicaragua	1890	0.0439008
591	Latin America and Caribbean	Panama	1890	0.0225429
32	Latin America and Caribbean	Argentina	1890	8.87497
