Code	Region	Country	variable	value
170	Latin America and Caribbean	Colombia	1890	42.4341
328	Latin America and Caribbean	Guyana	1890	38.2312
604	Latin America and Caribbean	Peru	1890	41.6724
36	Western Offshoots	Australia	1890	39.354
598	South and South-East Asia	Papua New Guinea	1890	36.0138
4	South and South-East Asia	Afghanistan	1890	36.5276
50	South and South-East Asia	Bangladesh	1890	39.383
356	South and South-East Asia	India	1890	32.0104
364	MENA	Iran (Islamic Republic of)	1890	38.4239
586	South and South-East Asia	Pakistan	1890	35.9351
156	East Asia	China	1890	30.5617
392	East Asia	Japan	1890	47.3589
360	South and South-East Asia	Indonesia	1890	39
104	South and South-East Asia	Myanmar	1890	32.9884
608	South and South-East Asia	Philippines	1890	37.7503
764	South and South-East Asia	Thailand	1890	34.2271
51	Eastern Europe	Armenia	1890	32.7569
268	Eastern Europe	Georgia	1890	29.7472
368	MENA	Iraq	1890	37.6675
422	MENA	Lebanon	1890	37.2657
760	MENA	Syrian Arab Republic	1890	33.2036
886	MENA	Yemen (until 1990)	1890	39.5183
398	Eastern Europe	Kazakhstan	1890	43.3175
417	Eastern Europe	Kyrgyzstan	1890	37.6876
762	Eastern Europe	Tajikistan	1890	38.8994
795	Eastern Europe	Turkmenistan	1890	29.1409
860	Eastern Europe	Uzbekistan	1890	35.9628
818	MENA	Egypt	1890	33.1912
504	MENA	Morocco	1890	35.5913
288	Sub-Saharan Africa	Ghana	1890	38.1145
324	Sub-Saharan Africa	Guinea	1890	32.7378
566	Sub-Saharan Africa	Nigeria	1890	36.9767
24	Sub-Saharan Africa	Angola	1890	28.9761
120	Sub-Saharan Africa	Cameroon	1890	33.048
710	Sub-Saharan Africa	South Africa	1890	35.8709
404	Sub-Saharan Africa	Kenya	1890	33.2592
508	Sub-Saharan Africa	Mozambique	1890	39.5534
834	Sub-Saharan Africa	United Republic of Tanzania	1890	37.5868
716	Sub-Saharan Africa	Zimbabwe	1890	34.6092
56	Western Europe	Belgium	1910	50.1634
250	Western Europe	France	1910	54.7913
278	Eastern Europe	German Democratic Republic (until 1990)	1910	43.7269
528	Western Europe	Netherlands	1910	47.1491
756	Western Europe	Switzerland	1910	37.5103
208	Western Europe	Denmark	1910	41.1037
233	Eastern Europe	Estonia	1910	36.9226
246	Western Europe	Finland	1910	38.4045
372	Western Europe	Ireland	1910	37.2308
428	Eastern Europe	Latvia	1910	40.1582
578	Western Europe	Norway	1910	40.2346
752	Western Europe	Sweden	1910	56.9914
826	Western Europe	United Kingdom	1910	41.8616
8	Eastern Europe	Albania	1910	27.7054
380	Western Europe	Italy	1910	49.1869
620	Western Europe	Portugal	1910	45.9833
705	Eastern Europe	Slovenia	1910	38.471
890	Eastern Europe	Socialist Federal Republic of Yugoslavia (until 1992)	1910	36.1811
724	Western Europe	Spain	1910	35.076
807	Eastern Europe	Former Yugoslav Republic of Macedonia	1910	37.6113
200	Eastern Europe	Czechoslovakia (until 1993)	1910	38.514
616	Eastern Europe	Poland	1910	28.0187
703	Eastern Europe	Slovakia	1910	43.2441
804	Eastern Europe	Ukraine	1910	43.4
810	Eastern Europe	USSR (until 1991)	1910	40.4651
124	Western Offshoots	Canada	1910	40.6691
840	Western Offshoots	United States of America	1910	51.0905
388	Latin America and Caribbean	Jamaica	1910	38.4103
630	Latin America and Caribbean	Puerto Rico	1910	41.0377
320	Latin America and Caribbean	Guatemala	1910	38.3454
484	Latin America and Caribbean	Mexico	1910	51.4062
32	Latin America and Caribbean	Argentina	1910	50.6202
76	Latin America and Caribbean	Brazil	1910	38.1601
152	Latin America and Caribbean	Chile	1910	55.2321
170	Latin America and Caribbean	Colombia	1910	52.9421
328	Latin America and Caribbean	Guyana	1910	42.4305
604	Latin America and Caribbean	Peru	1910	39.2009
36	Western Offshoots	Australia	1910	40.7275
554	Western Offshoots	New Zealand	1910	38.1532
4	South and South-East Asia	Afghanistan	1910	42.479
356	South and South-East Asia	India	1910	31.0778
364	MENA	Iran (Islamic Republic of)	1910	37.4736
586	South and South-East Asia	Pakistan	1910	47.1726
156	East Asia	China	1910	38.8579
392	East Asia	Japan	1910	52.3003
360	South and South-East Asia	Indonesia	1910	42.2
608	South and South-East Asia	Philippines	1910	39.9618
764	South and South-East Asia	Thailand	1910	42
704	South and South-East Asia	Viet Nam	1910	40.4076
51	Eastern Europe	Armenia	1910	36.8493
268	Eastern Europe	Georgia	1910	36.4468
368	MENA	Iraq	1910	44.109
422	MENA	Lebanon	1910	43.467
760	MENA	Syrian Arab Republic	1910	46.2681
886	MENA	Yemen (until 1990)	1910	43.7176
398	Eastern Europe	Kazakhstan	1910	32.9151
417	Eastern Europe	Kyrgyzstan	1910	42.3508
762	Eastern Europe	Tajikistan	1910	44.1553
795	Eastern Europe	Turkmenistan	1910	39.6282
860	Eastern Europe	Uzbekistan	1910	40.1043
12	MENA	Algeria	1910	36.467
818	MENA	Egypt	1910	41.6966
736	MENA	Sudan (until 2011)	1910	33.7828
204	Sub-Saharan Africa	Benin	1910	41.367
854	Sub-Saharan Africa	Burkina Faso	1910	37.4998
288	Sub-Saharan Africa	Ghana	1910	40.3724
324	Sub-Saharan Africa	Guinea	1910	41.3038
624	Sub-Saharan Africa	Guinea-Bissau	1910	49.849
562	Sub-Saharan Africa	Niger	1910	43.3456
686	Sub-Saharan Africa	Senegal	1910	41.3038
768	Sub-Saharan Africa	Togo	1910	42.1218
24	Sub-Saharan Africa	Angola	1910	40.8695
120	Sub-Saharan Africa	Cameroon	1910	42.4295
178	Sub-Saharan Africa	Congo	1910	39.5084
266	Sub-Saharan Africa	Gabon	1910	45.8532
72	Sub-Saharan Africa	Botswana	1910	35.6081
710	Sub-Saharan Africa	South Africa	1910	44.5512
108	Sub-Saharan Africa	Burundi	1910	43.6937
230	Sub-Saharan Africa	Ethiopia (until 1993)	1910	47.5197
404	Sub-Saharan Africa	Kenya	1910	48.9364
450	Sub-Saharan Africa	Madagascar	1910	41.0095
454	Sub-Saharan Africa	Malawi	1910	37.3681
646	Sub-Saharan Africa	Rwanda	1910	38.0361
800	Sub-Saharan Africa	Uganda	1910	41.0471
834	Sub-Saharan Africa	United Republic of Tanzania	1910	38.4626
716	Sub-Saharan Africa	Zimbabwe	1910	38.8085
56	Western Europe	Belgium	1929	52.1214
250	Western Europe	France	1929	61.6841
278	Eastern Europe	German Democratic Republic (until 1990)	1929	45.7944
528	Western Europe	Netherlands	1929	41.6598
756	Western Europe	Switzerland	1929	39.2327
208	Western Europe	Denmark	1929	43.2884
233	Eastern Europe	Estonia	1929	41.2986
246	Western Europe	Finland	1929	44.4567
372	Western Europe	Ireland	1929	41.6067
578	Western Europe	Norway	1929	45.8536
752	Western Europe	Sweden	1929	50.6729
826	Western Europe	United Kingdom	1929	42.5128
191	Eastern Europe	Croatia	1929	47.7756
300	Western Europe	Greece	1929	42.1732
380	Western Europe	Italy	1929	51.3356
620	Western Europe	Portugal	1929	50.3593
705	Eastern Europe	Slovenia	1929	42.847
890	Eastern Europe	Socialist Federal Republic of Yugoslavia (until 1992)	1929	43.9928
724	Western Europe	Spain	1929	36.1246
807	Eastern Europe	Former Yugoslav Republic of Macedonia	1929	43.3531
200	Eastern Europe	Czechoslovakia (until 1993)	1929	41.0239
348	Eastern Europe	Hungary	1929	30
616	Eastern Europe	Poland	1929	26.29
703	Eastern Europe	Slovakia	1929	47.6201
810	Eastern Europe	USSR (until 1991)	1929	43.4519
124	Western Offshoots	Canada	1929	41.9488
840	Western Offshoots	United States of America	1929	54.2741
388	Latin America and Caribbean	Jamaica	1929	42.5041
630	Latin America and Caribbean	Puerto Rico	1929	45.8849
320	Latin America and Caribbean	Guatemala	1929	42.7214
484	Latin America and Caribbean	Mexico	1929	54.9532
32	Latin America and Caribbean	Argentina	1929	45.4
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1929	36.9103
76	Latin America and Caribbean	Brazil	1929	59.7
152	Latin America and Caribbean	Chile	1929	64.1
170	Latin America and Caribbean	Colombia	1929	54.0705
604	Latin America and Caribbean	Peru	1929	53.0271
858	Latin America and Caribbean	Uruguay	1929	56.2
36	Western Offshoots	Australia	1929	36.2702
554	Western Offshoots	New Zealand	1929	39.8706
598	South and South-East Asia	Papua New Guinea	1929	47.2526
356	South and South-East Asia	India	1929	31.3244
364	MENA	Iran (Islamic Republic of)	1929	41.8496
524	South and South-East Asia	Nepal	1929	40.9922
586	South and South-East Asia	Pakistan	1929	42.0552
156	East Asia	China	1929	44.0074
392	East Asia	Japan	1929	51.7965
410	East Asia	Korea	1929	32.1282
9002	East Asia	Taiwan	1929	32.9735
360	South and South-East Asia	Indonesia	1929	50
608	South and South-East Asia	Philippines	1929	44.025
764	South and South-East Asia	Thailand	1929	47.1232
704	South and South-East Asia	Viet Nam	1929	44.7836
376	MENA	Israel	1929	44.8653
792	MENA	Turkey	1929	53.5734
398	Eastern Europe	Kazakhstan	1929	32.0585
417	Eastern Europe	Kyrgyzstan	1929	41.3322
762	Eastern Europe	Tajikistan	1929	48.5312
795	Eastern Europe	Turkmenistan	1929	44.0042
860	Eastern Europe	Uzbekistan	1929	44.4802
12	MENA	Algeria	1929	40.317
818	MENA	Egypt	1929	45.9883
736	MENA	Sudan (until 2011)	1929	46.162
204	Sub-Saharan Africa	Benin	1929	45.743
854	Sub-Saharan Africa	Burkina Faso	1929	41.8758
288	Sub-Saharan Africa	Ghana	1929	44.0653
324	Sub-Saharan Africa	Guinea	1929	45.6798
624	Sub-Saharan Africa	Guinea-Bissau	1929	54.225
466	Sub-Saharan Africa	Mali	1929	47.1574
562	Sub-Saharan Africa	Niger	1929	47.7215
686	Sub-Saharan Africa	Senegal	1929	42.857
768	Sub-Saharan Africa	Togo	1929	44.3741
24	Sub-Saharan Africa	Angola	1929	53.0618
120	Sub-Saharan Africa	Cameroon	1929	44.3476
148	Sub-Saharan Africa	Chad	1929	44.0227
178	Sub-Saharan Africa	Congo	1929	39.4023
266	Sub-Saharan Africa	Gabon	1929	50.2291
72	Sub-Saharan Africa	Botswana	1929	39.9841
710	Sub-Saharan Africa	South Africa	1929	59.2774
108	Sub-Saharan Africa	Burundi	1929	48.0696
230	Sub-Saharan Africa	Ethiopia (until 1993)	1929	51.8956
404	Sub-Saharan Africa	Kenya	1929	55.1244
450	Sub-Saharan Africa	Madagascar	1929	45.3855
454	Sub-Saharan Africa	Malawi	1929	41.7441
508	Sub-Saharan Africa	Mozambique	1929	44.7184
646	Sub-Saharan Africa	Rwanda	1929	47.8686
800	Sub-Saharan Africa	Uganda	1929	45.4231
834	Sub-Saharan Africa	United Republic of Tanzania	1929	42.8385
40	Western Europe	Austria	1950	37.7068
56	Western Europe	Belgium	1950	37.6805
250	Western Europe	France	1950	57.906
278	Eastern Europe	German Democratic Republic (until 1990)	1950	46.6216
528	Western Europe	Netherlands	1950	35.9017
756	Western Europe	Switzerland	1950	40.6322
208	Western Europe	Denmark	1950	35.6851
233	Eastern Europe	Estonia	1950	34.6244
246	Western Europe	Finland	1950	34.6712
372	Western Europe	Ireland	1950	42.8096
578	Western Europe	Norway	1950	35.6107
752	Western Europe	Sweden	1950	40.4762
826	Western Europe	United Kingdom	1950	30.4979
191	Eastern Europe	Croatia	1950	36.3623
300	Western Europe	Greece	1950	34.0949
380	Western Europe	Italy	1950	42.8905
620	Western Europe	Portugal	1950	39.1806
705	Eastern Europe	Slovenia	1950	34.2757
890	Eastern Europe	Socialist Federal Republic of Yugoslavia (until 1992)	1950	35.4311
724	Western Europe	Spain	1950	35.3219
200	Eastern Europe	Czechoslovakia (until 1993)	1950	40.3
616	Eastern Europe	Poland	1950	23.3548
703	Eastern Europe	Slovakia	1950	36.6198
810	Eastern Europe	USSR (until 1991)	1950	35.6421
124	Western Offshoots	Canada	1950	36.2737
840	Western Offshoots	United States of America	1950	39.425
52	Latin America and Caribbean	Barbados	1950	48.2731
192	Latin America and Caribbean	Cuba	1950	36.4542
214	Latin America and Caribbean	Dominican Republic	1950	40.095
332	Latin America and Caribbean	Haiti	1950	41.5425
630	Latin America and Caribbean	Puerto Rico	1950	44.286
320	Latin America and Caribbean	Guatemala	1950	42.4074
484	Latin America and Caribbean	Mexico	1950	52.2171
558	Latin America and Caribbean	Nicaragua	1950	41.3193
32	Latin America and Caribbean	Argentina	1950	41.2
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1950	33.827
76	Latin America and Caribbean	Brazil	1950	49.3377
152	Latin America and Caribbean	Chile	1950	35.7912
170	Latin America and Caribbean	Colombia	1950	46.1325
604	Latin America and Caribbean	Peru	1950	47.0694
36	Western Offshoots	Australia	1950	37.9335
554	Western Offshoots	New Zealand	1950	34.4471
598	South and South-East Asia	Papua New Guinea	1950	47
50	South and South-East Asia	Bangladesh	1950	41.357
356	South and South-East Asia	India	1950	35.2467
364	MENA	Iran (Islamic Republic of)	1950	46.5018
586	South and South-East Asia	Pakistan	1950	37.1773
144	South and South-East Asia	Sri Lanka	1950	47.9525
156	East Asia	China	1950	32.24
392	East Asia	Japan	1950	35.8995
410	East Asia	Korea	1950	30.3148
9002	East Asia	Taiwan	1950	35.0469
360	South and South-East Asia	Indonesia	1950	54
104	South and South-East Asia	Myanmar	1950	33.648
608	South and South-East Asia	Philippines	1950	49.21
764	South and South-East Asia	Thailand	1950	38.7271
792	MENA	Turkey	1950	48.8108
398	Eastern Europe	Kazakhstan	1950	44.7
417	Eastern Europe	Kyrgyzstan	1950	37.5701
860	Eastern Europe	Uzbekistan	1950	44.9
818	MENA	Egypt	1950	38.8128
504	MENA	Morocco	1950	38.6205
204	Sub-Saharan Africa	Benin	1950	40.4206
854	Sub-Saharan Africa	Burkina Faso	1950	42.8936
384	Sub-Saharan Africa	Cote d'Ivoire	1950	38.0986
288	Sub-Saharan Africa	Ghana	1950	41.0708
324	Sub-Saharan Africa	Guinea	1950	41.485
624	Sub-Saharan Africa	Guinea-Bissau	1950	37.7101
466	Sub-Saharan Africa	Mali	1950	41.8891
562	Sub-Saharan Africa	Niger	1950	37.4204
686	Sub-Saharan Africa	Senegal	1950	38.2632
24	Sub-Saharan Africa	Angola	1950	48.4881
120	Sub-Saharan Africa	Cameroon	1950	39.4498
140	Sub-Saharan Africa	Central African Republic	1950	45.2458
148	Sub-Saharan Africa	Chad	1950	40.1596
178	Sub-Saharan Africa	Congo	1950	37.4738
266	Sub-Saharan Africa	Gabon	1950	41.3672
710	Sub-Saharan Africa	South Africa	1950	52.2565
174	Sub-Saharan Africa	Comoros	1950	36.3061
230	Sub-Saharan Africa	Ethiopia (until 1993)	1950	41.8903
404	Sub-Saharan Africa	Kenya	1950	55.8045
450	Sub-Saharan Africa	Madagascar	1950	37.5571
454	Sub-Saharan Africa	Malawi	1950	37.7138
508	Sub-Saharan Africa	Mozambique	1950	41.5456
646	Sub-Saharan Africa	Rwanda	1950	44.148
800	Sub-Saharan Africa	Uganda	1950	43.4125
834	Sub-Saharan Africa	United Republic of Tanzania	1950	41.1817
894	Sub-Saharan Africa	Zambia	1950	39.9263
716	Sub-Saharan Africa	Zimbabwe	1950	40.3326
40	Western Europe	Austria	1960	47.6573
56	Western Europe	Belgium	1960	47.1101
250	Western Europe	France	1960	52.0133
278	Eastern Europe	German Democratic Republic (until 1990)	1960	39.0714
528	Western Europe	Netherlands	1960	44.8862
756	Western Europe	Switzerland	1960	39.6142
208	Western Europe	Denmark	1960	33.284
233	Eastern Europe	Estonia	1960	44.575
246	Western Europe	Finland	1960	47.3505
372	Western Europe	Ireland	1960	52.7601
578	Western Europe	Norway	1960	35.1634
752	Western Europe	Sweden	1960	40.062
826	Western Europe	United Kingdom	1960	28.5019
300	Western Europe	Greece	1960	46.8599
380	Western Europe	Italy	1960	44.3531
620	Western Europe	Portugal	1960	49.1311
890	Eastern Europe	Socialist Federal Republic of Yugoslavia (until 1992)	1960	37.6829
724	Western Europe	Spain	1960	27.7732
100	Eastern Europe	Bulgaria	1960	22.7162
203	Eastern Europe	Czech Republic	1960	26.3834
200	Eastern Europe	Czechoslovakia (until 1993)	1960	29.1653
348	Eastern Europe	Hungary	1960	28.2942
616	Eastern Europe	Poland	1960	26
703	Eastern Europe	Slovakia	1960	32.4153
810	Eastern Europe	USSR (until 1991)	1960	28
124	Western Offshoots	Canada	1960	34.5715
840	Western Offshoots	United States of America	1960	38.0237
332	Latin America and Caribbean	Haiti	1960	51.2347
388	Latin America and Caribbean	Jamaica	1960	41.4516
630	Latin America and Caribbean	Puerto Rico	1960	45.6801
780	Latin America and Caribbean	Trinidad and Tobago	1960	44.8652
188	Latin America and Caribbean	Costa Rica	1960	49.9931
320	Latin America and Caribbean	Guatemala	1960	54.2157
484	Latin America and Caribbean	Mexico	1960	52.5817
558	Latin America and Caribbean	Nicaragua	1960	49.4413
32	Latin America and Caribbean	Argentina	1960	42
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1960	46.9532
76	Latin America and Caribbean	Brazil	1960	55.4325
152	Latin America and Caribbean	Chile	1960	70.8019
170	Latin America and Caribbean	Colombia	1960	64.5262
328	Latin America and Caribbean	Guyana	1960	41.7806
604	Latin America and Caribbean	Peru	1960	63.9544
740	Latin America and Caribbean	Suriname	1960	32.1593
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1960	43.3049
36	Western Offshoots	Australia	1960	35.0166
554	Western Offshoots	New Zealand	1960	30.5941
50	South and South-East Asia	Bangladesh	1960	37.1357
356	South and South-East Asia	India	1960	37.2612
364	MENA	Iran (Islamic Republic of)	1960	56.4523
586	South and South-East Asia	Pakistan	1960	38.65
144	South and South-East Asia	Sri Lanka	1960	47.3201
156	East Asia	China	1960	30.5
344	East Asia	Hong Kong China	1960	48.7
392	East Asia	Japan	1960	38.1441
410	East Asia	Korea	1960	31.6817
9002	East Asia	Taiwan	1960	34.1999
360	South and South-East Asia	Indonesia	1960	39.9815
104	South and South-East Asia	Myanmar	1960	37.976
608	South and South-East Asia	Philippines	1960	51.4461
764	South and South-East Asia	Thailand	1960	42.9623
368	MENA	Iraq	1960	64.5102
422	MENA	Lebanon	1960	56.2829
792	MENA	Turkey	1960	55.1611
398	Eastern Europe	Kazakhstan	1960	46.2
417	Eastern Europe	Kyrgyzstan	1960	46.8276
860	Eastern Europe	Uzbekistan	1960	47.3
818	MENA	Egypt	1960	42.9
504	MENA	Morocco	1960	48.7463
204	Sub-Saharan Africa	Benin	1960	42.1
854	Sub-Saharan Africa	Burkina Faso	1960	47.9386
384	Sub-Saharan Africa	Cote d'Ivoire	1960	45.0342
288	Sub-Saharan Africa	Ghana	1960	49.5783
324	Sub-Saharan Africa	Guinea	1960	51.191
466	Sub-Saharan Africa	Mali	1960	52.9831
562	Sub-Saharan Africa	Niger	1960	49.3741
566	Sub-Saharan Africa	Nigeria	1960	51
686	Sub-Saharan Africa	Senegal	1960	58.9891
120	Sub-Saharan Africa	Cameroon	1960	49.7749
140	Sub-Saharan Africa	Central African Republic	1960	52.153
148	Sub-Saharan Africa	Chad	1960	34.5133
266	Sub-Saharan Africa	Gabon	1960	66.8364
710	Sub-Saharan Africa	South Africa	1960	68.8495
174	Sub-Saharan Africa	Comoros	1960	48.6791
230	Sub-Saharan Africa	Ethiopia (until 1993)	1960	51.9915
404	Sub-Saharan Africa	Kenya	1960	68
450	Sub-Saharan Africa	Madagascar	1960	48.6812
454	Sub-Saharan Africa	Malawi	1960	49.133
508	Sub-Saharan Africa	Mozambique	1960	51.9922
646	Sub-Saharan Africa	Rwanda	1960	52.3633
800	Sub-Saharan Africa	Uganda	1960	51.1178
834	Sub-Saharan Africa	United Republic of Tanzania	1960	54.3295
894	Sub-Saharan Africa	Zambia	1960	49.7786
716	Sub-Saharan Africa	Zimbabwe	1960	50.1193
40	Western Europe	Austria	1970	47.4809
