Code	Region	Country	variable	value
36	Western Offshoots	Australia	1820	0
554	Western Offshoots	New Zealand	1820	0
242	South and South-East Asia	Fiji	1820	0
540	South and South-East Asia	New Caledonia	1820	0
598	South and South-East Asia	Papua New Guinea	1820	0
90	South and South-East Asia	Solomon Islands	1820	0
316	South and South-East Asia	Guam	1820	0
16	South and South-East Asia	American Samoa	1820	0
258	South and South-East Asia	French Polynesia	1820	0
882	South and South-East Asia	Samoa	1820	0
776	South and South-East Asia	Tonga	1820	0
50	South and South-East Asia	Bangladesh	1820	0
356	South and South-East Asia	India	1820	0
364	MENA	Iran (Islamic Republic of)	1820	0
524	South and South-East Asia	Nepal	1820	0
586	South and South-East Asia	Pakistan	1820	0
144	South and South-East Asia	Sri Lanka	1820	0
156	East Asia	China	1820	3.71093
344	East Asia	Hong Kong China	1820	0
392	East Asia	Japan	1820	4.26582
410	East Asia	Korea	1820	0
9002	East Asia	Taiwan	1820	0
96	South and South-East Asia	Brunei Darussalam	1820	0
116	South and South-East Asia	Cambodia	1820	0
360	South and South-East Asia	Indonesia	1820	0
418	South and South-East Asia	Lao People's Democratic Republic	1820	0
458	South and South-East Asia	Malaysia	1820	0
104	South and South-East Asia	Myanmar	1820	0
608	South and South-East Asia	Philippines	1820	0
702	South and South-East Asia	Singapore	1820	0
764	South and South-East Asia	Thailand	1820	0
704	South and South-East Asia	Viet Nam	1820	0
48	MENA	Bahrain	1820	0
196	MENA	Cyprus	1820	0
368	MENA	Iraq	1820	0
376	MENA	Israel	1820	0
400	MENA	Jordan	1820	0
414	MENA	Kuwait	1820	0
422	MENA	Lebanon	1820	0
634	MENA	Qatar	1820	0
760	MENA	Syrian Arab Republic	1820	0
792	MENA	Turkey	1820	7.362
886	MENA	Yemen (until 1990)	1820	0
12	MENA	Algeria	1820	0
818	MENA	Egypt	1820	0
504	MENA	Morocco	1820	0
736	MENA	Sudan (until 2011)	1820	0
788	MENA	Tunisia	1820	0
204	Sub-Saharan Africa	Benin	1820	0
854	Sub-Saharan Africa	Burkina Faso	1820	0
132	Sub-Saharan Africa	Cape Verde	1820	0
384	Sub-Saharan Africa	Cote d'Ivoire	1820	0
270	Sub-Saharan Africa	Gambia	1820	0
288	Sub-Saharan Africa	Ghana	1820	0
324	Sub-Saharan Africa	Guinea	1820	0
624	Sub-Saharan Africa	Guinea-Bissau	1820	0
430	Sub-Saharan Africa	Liberia	1820	0
466	Sub-Saharan Africa	Mali	1820	0
562	Sub-Saharan Africa	Niger	1820	0
566	Sub-Saharan Africa	Nigeria	1820	0
654	Sub-Saharan Africa	Saint Helena	1820	0
686	Sub-Saharan Africa	Senegal	1820	0
694	Sub-Saharan Africa	Sierra Leone	1820	0
768	Sub-Saharan Africa	Togo	1820	0
140	Sub-Saharan Africa	Central African Republic	1820	0
148	Sub-Saharan Africa	Chad	1820	0
178	Sub-Saharan Africa	Congo	1820	0
180	Sub-Saharan Africa	Democratic Republic of the Congo	1820	0
266	Sub-Saharan Africa	Gabon	1820	0
72	Sub-Saharan Africa	Botswana	1820	0
426	Sub-Saharan Africa	Lesotho	1820	0
710	Sub-Saharan Africa	South Africa	1820	0
748	Sub-Saharan Africa	Swaziland	1820	0
108	Sub-Saharan Africa	Burundi	1820	0
174	Sub-Saharan Africa	Comoros	1820	0
262	Sub-Saharan Africa	Djibouti	1820	0
230	Sub-Saharan Africa	Ethiopia (until 1993)	1820	0
404	Sub-Saharan Africa	Kenya	1820	0
450	Sub-Saharan Africa	Madagascar	1820	0
454	Sub-Saharan Africa	Malawi	1820	0
480	Sub-Saharan Africa	Mauritius	1820	0
638	Sub-Saharan Africa	Réunion	1820	0
646	Sub-Saharan Africa	Rwanda	1820	0
690	Sub-Saharan Africa	Seychelles	1820	0
706	Sub-Saharan Africa	Somalia	1820	0
800	Sub-Saharan Africa	Uganda	1820	0
834	Sub-Saharan Africa	United Republic of Tanzania	1820	0
894	Sub-Saharan Africa	Zambia	1820	0
716	Sub-Saharan Africa	Zimbabwe	1820	0
40	Western Europe	Austria	1821	0
56	Western Europe	Belgium	1821	19.7092
250	Western Europe	France	1821	19.298
276	Western Europe	Germany	1821	9.75722
442	Western Europe	Luxembourg	1821	0
528	Western Europe	Netherlands	1821	14.1978
756	Western Europe	Switzerland	1821	0
208	Western Europe	Denmark	1821	0
233	Eastern Europe	Estonia	1821	0
234	Western Europe	Faeroe Islands	1821	0
246	Western Europe	Finland	1821	0
352	Western Europe	Iceland	1821	0
372	Western Europe	Ireland	1821	0
833	Western Europe	Isle of Man	1821	0
428	Eastern Europe	Latvia	1821	0
578	Western Europe	Norway	1821	0
752	Western Europe	Sweden	1821	0
826	Western Europe	United Kingdom	1821	17.8422
292	Western Europe	Gibraltar	1821	0
300	Western Europe	Greece	1821	0
380	Western Europe	Italy	1821	3.37399
470	Western Europe	Malta	1821	0
620	Western Europe	Portugal	1821	0
890	Eastern Europe	Socialist Federal Republic of Yugoslavia (until 1992)	1821	0
724	Western Europe	Spain	1821	18.6984
112	Eastern Europe	Belarus	1821	0
203	Eastern Europe	Czech Republic	1821	0
348	Eastern Europe	Hungary	1821	0
616	Eastern Europe	Poland	1821	6.4303
642	Eastern Europe	Romania	1821	0
643	Eastern Europe	Russian Federation	1821	0
60	Latin America and Caribbean	Bermuda	1821	0
124	Western Offshoots	Canada	1821	0
304	Western Europe	Greenland	1821	0
666	Latin America and Caribbean	Saint Pierre and Miquelon	1821	0
840	Western Offshoots	United States of America	1821	0
28	Latin America and Caribbean	Antigua and Barbuda	1821	0
44	Latin America and Caribbean	Bahamas	1821	0
52	Latin America and Caribbean	Barbados	1821	0
192	Latin America and Caribbean	Cuba	1821	0
531	Latin America and Caribbean	Curaçao	1821	0
212	Latin America and Caribbean	Dominica	1821	0
214	Latin America and Caribbean	Dominican Republic	1821	0
308	Latin America and Caribbean	Grenada	1821	0
312	Latin America and Caribbean	Guadeloupe	1821	0
332	Latin America and Caribbean	Haiti	1821	0
388	Latin America and Caribbean	Jamaica	1821	0
474	Latin America and Caribbean	Martinique	1821	0
500	Latin America and Caribbean	Montserrat	1821	0
630	Latin America and Caribbean	Puerto Rico	1821	0
659	Latin America and Caribbean	Saint Kitts and Nevis	1821	0
662	Latin America and Caribbean	Saint Lucia	1821	0
670	Latin America and Caribbean	Saint Vincent and the Grenadines	1821	0
780	Latin America and Caribbean	Trinidad and Tobago	1821	0
850	Latin America and Caribbean	United States Virgin Islands	1821	0
84	Latin America and Caribbean	Belize	1821	0
188	Latin America and Caribbean	Costa Rica	1821	0
222	Latin America and Caribbean	El Salvador	1821	0
320	Latin America and Caribbean	Guatemala	1821	0
340	Latin America and Caribbean	Honduras	1821	0
484	Latin America and Caribbean	Mexico	1821	0
558	Latin America and Caribbean	Nicaragua	1821	0
591	Latin America and Caribbean	Panama	1821	0
32	Latin America and Caribbean	Argentina	1821	0
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1821	0
76	Latin America and Caribbean	Brazil	1821	0
152	Latin America and Caribbean	Chile	1821	0
170	Latin America and Caribbean	Colombia	1821	0
218	Latin America and Caribbean	Ecuador	1821	0
238	Latin America and Caribbean	Falkland Islands (Malvinas)	1821	0
254	Latin America and Caribbean	French Guiana	1821	0
328	Latin America and Caribbean	Guyana	1821	0
600	Latin America and Caribbean	Paraguay	1821	0
604	Latin America and Caribbean	Peru	1821	3.87157
740	Latin America and Caribbean	Suriname	1821	0
858	Latin America and Caribbean	Uruguay	1821	0
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1821	0
36	Western Offshoots	Australia	1821	0
554	Western Offshoots	New Zealand	1821	0
242	South and South-East Asia	Fiji	1821	0
540	South and South-East Asia	New Caledonia	1821	0
598	South and South-East Asia	Papua New Guinea	1821	0
90	South and South-East Asia	Solomon Islands	1821	0
316	South and South-East Asia	Guam	1821	0
16	South and South-East Asia	American Samoa	1821	0
258	South and South-East Asia	French Polynesia	1821	0
882	South and South-East Asia	Samoa	1821	0
776	South and South-East Asia	Tonga	1821	0
50	South and South-East Asia	Bangladesh	1821	0
356	South and South-East Asia	India	1821	0
364	MENA	Iran (Islamic Republic of)	1821	0
524	South and South-East Asia	Nepal	1821	0
586	South and South-East Asia	Pakistan	1821	0
144	South and South-East Asia	Sri Lanka	1821	0
156	East Asia	China	1821	3.71093
344	East Asia	Hong Kong China	1821	0
392	East Asia	Japan	1821	4.21123
410	East Asia	Korea	1821	0
9002	East Asia	Taiwan	1821	0
96	South and South-East Asia	Brunei Darussalam	1821	0
116	South and South-East Asia	Cambodia	1821	0
360	South and South-East Asia	Indonesia	1821	0
418	South and South-East Asia	Lao People's Democratic Republic	1821	0
458	South and South-East Asia	Malaysia	1821	0
104	South and South-East Asia	Myanmar	1821	0
608	South and South-East Asia	Philippines	1821	0
702	South and South-East Asia	Singapore	1821	0
764	South and South-East Asia	Thailand	1821	0
704	South and South-East Asia	Viet Nam	1821	0
48	MENA	Bahrain	1821	0
196	MENA	Cyprus	1821	0
368	MENA	Iraq	1821	0
376	MENA	Israel	1821	0
400	MENA	Jordan	1821	0
414	MENA	Kuwait	1821	0
422	MENA	Lebanon	1821	0
634	MENA	Qatar	1821	0
760	MENA	Syrian Arab Republic	1821	0
792	MENA	Turkey	1821	6.66733
886	MENA	Yemen (until 1990)	1821	0
12	MENA	Algeria	1821	0
818	MENA	Egypt	1821	0
504	MENA	Morocco	1821	0
736	MENA	Sudan (until 2011)	1821	0
788	MENA	Tunisia	1821	0
204	Sub-Saharan Africa	Benin	1821	0
854	Sub-Saharan Africa	Burkina Faso	1821	0
132	Sub-Saharan Africa	Cape Verde	1821	0
384	Sub-Saharan Africa	Cote d'Ivoire	1821	0
270	Sub-Saharan Africa	Gambia	1821	0
288	Sub-Saharan Africa	Ghana	1821	0
324	Sub-Saharan Africa	Guinea	1821	0
624	Sub-Saharan Africa	Guinea-Bissau	1821	0
430	Sub-Saharan Africa	Liberia	1821	0
466	Sub-Saharan Africa	Mali	1821	0
562	Sub-Saharan Africa	Niger	1821	0
566	Sub-Saharan Africa	Nigeria	1821	0
654	Sub-Saharan Africa	Saint Helena	1821	0
686	Sub-Saharan Africa	Senegal	1821	0
694	Sub-Saharan Africa	Sierra Leone	1821	0
768	Sub-Saharan Africa	Togo	1821	0
140	Sub-Saharan Africa	Central African Republic	1821	0
148	Sub-Saharan Africa	Chad	1821	0
178	Sub-Saharan Africa	Congo	1821	0
180	Sub-Saharan Africa	Democratic Republic of the Congo	1821	0
266	Sub-Saharan Africa	Gabon	1821	0
72	Sub-Saharan Africa	Botswana	1821	0
426	Sub-Saharan Africa	Lesotho	1821	0
710	Sub-Saharan Africa	South Africa	1821	0
748	Sub-Saharan Africa	Swaziland	1821	0
108	Sub-Saharan Africa	Burundi	1821	0
174	Sub-Saharan Africa	Comoros	1821	0
262	Sub-Saharan Africa	Djibouti	1821	0
230	Sub-Saharan Africa	Ethiopia (until 1993)	1821	0
404	Sub-Saharan Africa	Kenya	1821	0
450	Sub-Saharan Africa	Madagascar	1821	0
454	Sub-Saharan Africa	Malawi	1821	0
480	Sub-Saharan Africa	Mauritius	1821	0
638	Sub-Saharan Africa	Réunion	1821	0
646	Sub-Saharan Africa	Rwanda	1821	0
690	Sub-Saharan Africa	Seychelles	1821	0
706	Sub-Saharan Africa	Somalia	1821	0
800	Sub-Saharan Africa	Uganda	1821	0
834	Sub-Saharan Africa	United Republic of Tanzania	1821	0
894	Sub-Saharan Africa	Zambia	1821	0
716	Sub-Saharan Africa	Zimbabwe	1821	0
40	Western Europe	Austria	1822	0
56	Western Europe	Belgium	1822	21.6989
250	Western Europe	France	1822	18.5357
276	Western Europe	Germany	1822	9.75722
442	Western Europe	Luxembourg	1822	0
528	Western Europe	Netherlands	1822	21.1922
756	Western Europe	Switzerland	1822	0
208	Western Europe	Denmark	1822	0
233	Eastern Europe	Estonia	1822	0
234	Western Europe	Faeroe Islands	1822	0
246	Western Europe	Finland	1822	0
352	Western Europe	Iceland	1822	0
372	Western Europe	Ireland	1822	0
833	Western Europe	Isle of Man	1822	0
428	Eastern Europe	Latvia	1822	0
578	Western Europe	Norway	1822	0
752	Western Europe	Sweden	1822	0
826	Western Europe	United Kingdom	1822	19.3801
292	Western Europe	Gibraltar	1822	0
300	Western Europe	Greece	1822	0
380	Western Europe	Italy	1822	4.39498
470	Western Europe	Malta	1822	0
620	Western Europe	Portugal	1822	0
890	Eastern Europe	Socialist Federal Republic of Yugoslavia (until 1992)	1822	0
724	Western Europe	Spain	1822	18.7953
112	Eastern Europe	Belarus	1822	0
203	Eastern Europe	Czech Republic	1822	0
348	Eastern Europe	Hungary	1822	0
616	Eastern Europe	Poland	1822	6.7941
642	Eastern Europe	Romania	1822	0
643	Eastern Europe	Russian Federation	1822	0
60	Latin America and Caribbean	Bermuda	1822	0
124	Western Offshoots	Canada	1822	0
304	Western Europe	Greenland	1822	0
666	Latin America and Caribbean	Saint Pierre and Miquelon	1822	0
840	Western Offshoots	United States of America	1822	0
28	Latin America and Caribbean	Antigua and Barbuda	1822	0
44	Latin America and Caribbean	Bahamas	1822	0
52	Latin America and Caribbean	Barbados	1822	0
192	Latin America and Caribbean	Cuba	1822	0
531	Latin America and Caribbean	Curaçao	1822	0
212	Latin America and Caribbean	Dominica	1822	0
214	Latin America and Caribbean	Dominican Republic	1822	0
308	Latin America and Caribbean	Grenada	1822	0
312	Latin America and Caribbean	Guadeloupe	1822	0
332	Latin America and Caribbean	Haiti	1822	0
388	Latin America and Caribbean	Jamaica	1822	0
474	Latin America and Caribbean	Martinique	1822	0
500	Latin America and Caribbean	Montserrat	1822	0
630	Latin America and Caribbean	Puerto Rico	1822	0
659	Latin America and Caribbean	Saint Kitts and Nevis	1822	0
662	Latin America and Caribbean	Saint Lucia	1822	0
670	Latin America and Caribbean	Saint Vincent and the Grenadines	1822	0
780	Latin America and Caribbean	Trinidad and Tobago	1822	0
850	Latin America and Caribbean	United States Virgin Islands	1822	0
84	Latin America and Caribbean	Belize	1822	0
188	Latin America and Caribbean	Costa Rica	1822	0
222	Latin America and Caribbean	El Salvador	1822	0
320	Latin America and Caribbean	Guatemala	1822	0
340	Latin America and Caribbean	Honduras	1822	0
484	Latin America and Caribbean	Mexico	1822	0
558	Latin America and Caribbean	Nicaragua	1822	0
591	Latin America and Caribbean	Panama	1822	0
32	Latin America and Caribbean	Argentina	1822	0
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1822	0
76	Latin America and Caribbean	Brazil	1822	0
152	Latin America and Caribbean	Chile	1822	0
170	Latin America and Caribbean	Colombia	1822	0
218	Latin America and Caribbean	Ecuador	1822	0
238	Latin America and Caribbean	Falkland Islands (Malvinas)	1822	0
254	Latin America and Caribbean	French Guiana	1822	0
328	Latin America and Caribbean	Guyana	1822	0
600	Latin America and Caribbean	Paraguay	1822	0
604	Latin America and Caribbean	Peru	1822	4.70153
740	Latin America and Caribbean	Suriname	1822	0
858	Latin America and Caribbean	Uruguay	1822	0
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1822	0
36	Western Offshoots	Australia	1822	0
554	Western Offshoots	New Zealand	1822	0
242	South and South-East Asia	Fiji	1822	0
540	South and South-East Asia	New Caledonia	1822	0
598	South and South-East Asia	Papua New Guinea	1822	0
90	South and South-East Asia	Solomon Islands	1822	0
316	South and South-East Asia	Guam	1822	0
16	South and South-East Asia	American Samoa	1822	0
258	South and South-East Asia	French Polynesia	1822	0
882	South and South-East Asia	Samoa	1822	0
776	South and South-East Asia	Tonga	1822	0
50	South and South-East Asia	Bangladesh	1822	0
356	South and South-East Asia	India	1822	0
364	MENA	Iran (Islamic Republic of)	1822	0
524	South and South-East Asia	Nepal	1822	0
586	South and South-East Asia	Pakistan	1822	0
144	South and South-East Asia	Sri Lanka	1822	0
156	East Asia	China	1822	3.47292
344	East Asia	Hong Kong China	1822	0
392	East Asia	Japan	1822	3.91878
410	East Asia	Korea	1822	0
9002	East Asia	Taiwan	1822	0
96	South and South-East Asia	Brunei Darussalam	1822	0
116	South and South-East Asia	Cambodia	1822	0
360	South and South-East Asia	Indonesia	1822	0
418	South and South-East Asia	Lao People's Democratic Republic	1822	0
458	South and South-East Asia	Malaysia	1822	0
104	South and South-East Asia	Myanmar	1822	0
608	South and South-East Asia	Philippines	1822	0
702	South and South-East Asia	Singapore	1822	0
764	South and South-East Asia	Thailand	1822	0
704	South and South-East Asia	Viet Nam	1822	0
48	MENA	Bahrain	1822	0
196	MENA	Cyprus	1822	0
368	MENA	Iraq	1822	0
376	MENA	Israel	1822	0
400	MENA	Jordan	1822	0
414	MENA	Kuwait	1822	0
422	MENA	Lebanon	1822	0
634	MENA	Qatar	1822	0
760	MENA	Syrian Arab Republic	1822	0
792	MENA	Turkey	1822	6.66733
886	MENA	Yemen (until 1990)	1822	0
12	MENA	Algeria	1822	0
818	MENA	Egypt	1822	0
504	MENA	Morocco	1822	0
736	MENA	Sudan (until 2011)	1822	0
788	MENA	Tunisia	1822	0
204	Sub-Saharan Africa	Benin	1822	0
854	Sub-Saharan Africa	Burkina Faso	1822	0
132	Sub-Saharan Africa	Cape Verde	1822	0
384	Sub-Saharan Africa	Cote d'Ivoire	1822	0
270	Sub-Saharan Africa	Gambia	1822	0
288	Sub-Saharan Africa	Ghana	1822	0
324	Sub-Saharan Africa	Guinea	1822	0
624	Sub-Saharan Africa	Guinea-Bissau	1822	0
430	Sub-Saharan Africa	Liberia	1822	0
466	Sub-Saharan Africa	Mali	1822	0
562	Sub-Saharan Africa	Niger	1822	0
566	Sub-Saharan Africa	Nigeria	1822	0
654	Sub-Saharan Africa	Saint Helena	1822	0
686	Sub-Saharan Africa	Senegal	1822	0
694	Sub-Saharan Africa	Sierra Leone	1822	0
768	Sub-Saharan Africa	Togo	1822	0
140	Sub-Saharan Africa	Central African Republic	1822	0
148	Sub-Saharan Africa	Chad	1822	0
178	Sub-Saharan Africa	Congo	1822	0
180	Sub-Saharan Africa	Democratic Republic of the Congo	1822	0
266	Sub-Saharan Africa	Gabon	1822	0
72	Sub-Saharan Africa	Botswana	1822	0
426	Sub-Saharan Africa	Lesotho	1822	0
710	Sub-Saharan Africa	South Africa	1822	0
748	Sub-Saharan Africa	Swaziland	1822	0
108	Sub-Saharan Africa	Burundi	1822	0
174	Sub-Saharan Africa	Comoros	1822	0
262	Sub-Saharan Africa	Djibouti	1822	0
230	Sub-Saharan Africa	Ethiopia (until 1993)	1822	0
404	Sub-Saharan Africa	Kenya	1822	0
450	Sub-Saharan Africa	Madagascar	1822	0
454	Sub-Saharan Africa	Malawi	1822	0
480	Sub-Saharan Africa	Mauritius	1822	0
638	Sub-Saharan Africa	Réunion	1822	0
646	Sub-Saharan Africa	Rwanda	1822	0
690	Sub-Saharan Africa	Seychelles	1822	0
706	Sub-Saharan Africa	Somalia	1822	0
800	Sub-Saharan Africa	Uganda	1822	0
834	Sub-Saharan Africa	United Republic of Tanzania	1822	0
894	Sub-Saharan Africa	Zambia	1822	0
716	Sub-Saharan Africa	Zimbabwe	1822	0
40	Western Europe	Austria	1823	0
56	Western Europe	Belgium	1823	18.8254
250	Western Europe	France	1823	17.9475
276	Western Europe	Germany	1823	9.26936
442	Western Europe	Luxembourg	1823	0
528	Western Europe	Netherlands	1823	18.4368
756	Western Europe	Switzerland	1823	0
208	Western Europe	Denmark	1823	0
233	Eastern Europe	Estonia	1823	0
234	Western Europe	Faeroe Islands	1823	0
246	Western Europe	Finland	1823	0
352	Western Europe	Iceland	1823	0
372	Western Europe	Ireland	1823	0
833	Western Europe	Isle of Man	1823	0
428	Eastern Europe	Latvia	1823	0
578	Western Europe	Norway	1823	0
752	Western Europe	Sweden	1823	0
826	Western Europe	United Kingdom	1823	16.3642
292	Western Europe	Gibraltar	1823	0
300	Western Europe	Greece	1823	0
380	Western Europe	Italy	1823	4.61735
470	Western Europe	Malta	1823	0
620	Western Europe	Portugal	1823	0
890	Eastern Europe	Socialist Federal Republic of Yugoslavia (until 1992)	1823	0
724	Western Europe	Spain	1823	18.8931
112	Eastern Europe	Belarus	1823	0
203	Eastern Europe	Czech Republic	1823	0
348	Eastern Europe	Hungary	1823	0
616	Eastern Europe	Poland	1823	8.41653
642	Eastern Europe	Romania	1823	0
643	Eastern Europe	Russian Federation	1823	0
60	Latin America and Caribbean	Bermuda	1823	0
124	Western Offshoots	Canada	1823	0
304	Western Europe	Greenland	1823	0
666	Latin America and Caribbean	Saint Pierre and Miquelon	1823	0
840	Western Offshoots	United States of America	1823	0
28	Latin America and Caribbean	Antigua and Barbuda	1823	0
44	Latin America and Caribbean	Bahamas	1823	0
52	Latin America and Caribbean	Barbados	1823	0
192	Latin America and Caribbean	Cuba	1823	0
531	Latin America and Caribbean	Curaçao	1823	0
212	Latin America and Caribbean	Dominica	1823	0
214	Latin America and Caribbean	Dominican Republic	1823	0
308	Latin America and Caribbean	Grenada	1823	0
312	Latin America and Caribbean	Guadeloupe	1823	0
332	Latin America and Caribbean	Haiti	1823	0
388	Latin America and Caribbean	Jamaica	1823	0
474	Latin America and Caribbean	Martinique	1823	0
500	Latin America and Caribbean	Montserrat	1823	0
630	Latin America and Caribbean	Puerto Rico	1823	0
659	Latin America and Caribbean	Saint Kitts and Nevis	1823	0
662	Latin America and Caribbean	Saint Lucia	1823	0
670	Latin America and Caribbean	Saint Vincent and the Grenadines	1823	0
780	Latin America and Caribbean	Trinidad and Tobago	1823	0
850	Latin America and Caribbean	United States Virgin Islands	1823	0
84	Latin America and Caribbean	Belize	1823	0
188	Latin America and Caribbean	Costa Rica	1823	0
222	Latin America and Caribbean	El Salvador	1823	0
320	Latin America and Caribbean	Guatemala	1823	0
340	Latin America and Caribbean	Honduras	1823	0
484	Latin America and Caribbean	Mexico	1823	0
558	Latin America and Caribbean	Nicaragua	1823	0
591	Latin America and Caribbean	Panama	1823	0
32	Latin America and Caribbean	Argentina	1823	0
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1823	0
76	Latin America and Caribbean	Brazil	1823	0
152	Latin America and Caribbean	Chile	1823	0
170	Latin America and Caribbean	Colombia	1823	0
218	Latin America and Caribbean	Ecuador	1823	0
238	Latin America and Caribbean	Falkland Islands (Malvinas)	1823	0
254	Latin America and Caribbean	French Guiana	1823	0
328	Latin America and Caribbean	Guyana	1823	0
600	Latin America and Caribbean	Paraguay	1823	0
604	Latin America and Caribbean	Peru	1823	4.66374
740	Latin America and Caribbean	Suriname	1823	0
858	Latin America and Caribbean	Uruguay	1823	0
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1823	0
36	Western Offshoots	Australia	1823	0
554	Western Offshoots	New Zealand	1823	0
242	South and South-East Asia	Fiji	1823	0
540	South and South-East Asia	New Caledonia	1823	0
598	South and South-East Asia	Papua New Guinea	1823	0
90	South and South-East Asia	Solomon Islands	1823	0
316	South and South-East Asia	Guam	1823	0
16	South and South-East Asia	American Samoa	1823	0
258	South and South-East Asia	French Polynesia	1823	0
882	South and South-East Asia	Samoa	1823	0
776	South and South-East Asia	Tonga	1823	0
50	South and South-East Asia	Bangladesh	1823	0
356	South and South-East Asia	India	1823	0
364	MENA	Iran (Islamic Republic of)	1823	0
524	South and South-East Asia	Nepal	1823	0
586	South and South-East Asia	Pakistan	1823	0
144	South and South-East Asia	Sri Lanka	1823	0
156	East Asia	China	1823	3.47292
344	East Asia	Hong Kong China	1823	0
392	East Asia	Japan	1823	5.17046
410	East Asia	Korea	1823	0
9002	East Asia	Taiwan	1823	0
96	South and South-East Asia	Brunei Darussalam	1823	0
116	South and South-East Asia	Cambodia	1823	0
360	South and South-East Asia	Indonesia	1823	0
418	South and South-East Asia	Lao People's Democratic Republic	1823	0
458	South and South-East Asia	Malaysia	1823	0
104	South and South-East Asia	Myanmar	1823	0
608	South and South-East Asia	Philippines	1823	0
702	South and South-East Asia	Singapore	1823	0
764	South and South-East Asia	Thailand	1823	0
704	South and South-East Asia	Viet Nam	1823	0
48	MENA	Bahrain	1823	0
196	MENA	Cyprus	1823	0
368	MENA	Iraq	1823	0
376	MENA	Israel	1823	0
400	MENA	Jordan	1823	0
414	MENA	Kuwait	1823	0
422	MENA	Lebanon	1823	0
634	MENA	Qatar	1823	0
760	MENA	Syrian Arab Republic	1823	0
792	MENA	Turkey	1823	6.66733
886	MENA	Yemen (until 1990)	1823	0
12	MENA	Algeria	1823	0
818	MENA	Egypt	1823	0
504	MENA	Morocco	1823	0
