Code	Country	variable	value
68	Bolivia (Plurinational State of)	1860	1,00E-04
76	Brazil	1860	0.000213063
152	Chile	1860	0.028962
170	Colombia	1860	0.000172722
218	Ecuador	1860	0.000213063
600	Paraguay	1860	9.36098e-05
604	Peru	1860	9.9946e-05
858	Uruguay	1860	0.000213063
862	Venezuela (Bolivarian Republic of)	1860	0.00260828
36	Australia	1860	0.0202576
554	New Zealand	1860	0.000110951
50	Bangladesh	1860	0.000166241
356	India	1860	0.00016183
364	Iran (Islamic Republic of)	1860	0.000208606
524	Nepal	1860	0.000169874
586	Pakistan	1860	0.000232379
144	Sri Lanka	1860	0.000148493
156	China	1860	0.000346762
344	Hong Kong China	1860	0.000301493
408	Democratic People's Republic of Korea	1860	0.000996232
392	Japan	1860	0.000776913
496	Mongolia	1860	0.000301493
410	Korea	1860	0.000277203
96	Brunei Darussalam	1860	0.000294799
116	Cambodia	1860	0.000301493
360	Indonesia	1860	0.000178222
458	Malaysia	1860	0.000102308
104	Myanmar	1860	9.18764e-05
608	Philippines	1860	0.000147039
702	Singapore	1860	1,00E-04
764	Thailand	1860	0.000239239
704	Viet Nam	1860	0.000180965
51	Armenia	1860	0.0004175
31	Azerbaijan	1860	0.000323351
48	Bahrain	1860	0.000205881
196	Cyprus	1860	0.000134958
268	Georgia	1860	0.000512816
368	Iraq	1860	0.000146302
376	Israel	1860	0.000407087
400	Jordan	1860	0.000444046
414	Kuwait	1860	0.000114417
422	Lebanon	1860	0.000148493
512	Oman	1860	0.000148493
634	Qatar	1860	0.000148493
682	Saudi Arabia	1860	0.000148493
760	Syrian Arab Republic	1860	0.000259863
792	Turkey	1860	0.00044355
784	United Arab Emirates	1860	0.000154696
887	Yemen	1860	0.000148493
398	Kazakhstan	1860	0.000386629
417	Kyrgyzstan	1860	0.0003098
762	Tajikistan	1860	0.000313775
795	Turkmenistan	1860	0.000313538
860	Uzbekistan	1860	0.000321237
12	Algeria	1860	1,00E-04
818	Egypt	1860	1,00E-04
434	Libya	1860	0.000101371
504	Morocco	1860	0.000128364
788	Tunisia	1860	0.00021394
204	Benin	1860	0.000250861
384	Cote d'Ivoire	1860	0.000961698
288	Ghana	1860	0.000160145
566	Nigeria	1860	7.88086e-05
686	Senegal	1860	0.000113798
768	Togo	1860	1,00E-04
24	Angola	1860	0.000113316
120	Cameroon	1860	0.000115232
178	Congo	1860	6.9166e-05
180	Democratic Republic of the Congo	1860	6.14852e-05
266	Gabon	1860	5.9208e-05
72	Botswana	1860	3.76262e-05
516	Namibia	1860	4.72382e-05
710	South Africa	1860	0.00254376
232	Eritrea	1860	9.98949e-05
404	Kenya	1860	7.42404e-05
508	Mozambique	1860	0.000170276
834	United Republic of Tanzania	1860	0.000116819
894	Zambia	1860	0.000657774
716	Zimbabwe	1860	0.000178573
40	Austria	1870	0.0205593
56	Belgium	1870	0.027396
250	France	1870	0.00599592
276	Germany	1870	0.0118144
442	Luxembourg	1870	1,00E-04
528	Netherlands	1870	0.00983539
756	Switzerland	1870	0.00310843
208	Denmark	1870	0.00431154
233	Estonia	1870	0.000444245
246	Finland	1870	0.00216223
352	Iceland	1870	5.77613e-05
372	Ireland	1870	0.000400667
428	Latvia	1870	0.000690599
440	Lithuania	1870	0.000747915
578	Norway	1870	0.0045441
752	Sweden	1870	0.00465215
826	United Kingdom	1870	0.0602939
8	Albania	1870	0.000478732
70	Bosnia and Herzegovina	1870	5,00E-04
191	Croatia	1870	0.000500262
292	Gibraltar	1870	1,00E-04
300	Greece	1870	0.00184894
380	Italy	1870	0.0011717
470	Malta	1870	0.000127099
620	Portugal	1870	0.000255342
705	Slovenia	1870	0.000500001
724	Spain	1870	0.00421079
807	Former Yugoslav Republic of Macedonia	1870	0.000440999
112	Belarus	1870	0.000464143
100	Bulgaria	1870	0.000101375
203	Czech Republic	1870	0.0176985
348	Hungary	1870	0.00867411
616	Poland	1870	0.00582152
498	Republic of Moldova	1870	0.000234409
642	Romania	1870	0.00013774
643	Russian Federation	1870	0.00112154
703	Slovakia	1870	0.00304541
804	Ukraine	1870	0.000848451
124	Canada	1870	0.00384008
840	United States of America	1870	0.035044
192	Cuba	1870	0.00016377
214	Dominican Republic	1870	0.000207066
332	Haiti	1870	1,00E-04
388	Jamaica	1870	1,00E-04
780	Trinidad and Tobago	1870	1,00E-04
188	Costa Rica	1870	1,00E-04
222	El Salvador	1870	0.0001285
320	Guatemala	1870	1,00E-04
340	Honduras	1870	1,00E-04
484	Mexico	1870	0.000168443
558	Nicaragua	1870	1,00E-04
591	Panama	1870	1,00E-04
32	Argentina	1870	0.000117922
68	Bolivia (Plurinational State of)	1870	1,00E-04
76	Brazil	1870	0.000213063
152	Chile	1870	0.0295617
170	Colombia	1870	0.000178623
218	Ecuador	1870	0.000213063
600	Paraguay	1870	0.00010766
604	Peru	1870	9.99045e-05
858	Uruguay	1870	0.000213063
862	Venezuela (Bolivarian Republic of)	1870	0.00341438
36	Australia	1870	0.0178361
554	New Zealand	1870	0.000569133
50	Bangladesh	1870	0.000173903
356	India	1870	0.000166436
364	Iran (Islamic Republic of)	1870	0.00025412
524	Nepal	1870	0.000193687
586	Pakistan	1870	0.000237632
144	Sri Lanka	1870	0.000148493
156	China	1870	0.000383174
344	Hong Kong China	1870	0.000301493
408	Democratic People's Republic of Korea	1870	0.000979346
392	Japan	1870	0.000775153
496	Mongolia	1870	0.000301493
410	Korea	1870	0.000278895
96	Brunei Darussalam	1870	0.000297362
116	Cambodia	1870	0.000301493
360	Indonesia	1870	0.000172287
458	Malaysia	1870	1,00E-04
104	Myanmar	1870	8.66327e-05
608	Philippines	1870	0.000152466
702	Singapore	1870	1,00E-04
764	Thailand	1870	0.000222115
704	Viet Nam	1870	0.000193481
51	Armenia	1870	0.000457354
31	Azerbaijan	1870	0.000339848
48	Bahrain	1870	0.000197563
196	Cyprus	1870	0.00012379
268	Georgia	1870	0.000554084
368	Iraq	1870	0.000147404
376	Israel	1870	0.000402975
400	Jordan	1870	0.000555381
414	Kuwait	1870	0.000114417
422	Lebanon	1870	0.000148493
512	Oman	1870	0.000148493
634	Qatar	1870	0.000148493
682	Saudi Arabia	1870	0.000148493
760	Syrian Arab Republic	1870	0.000259863
792	Turkey	1870	0.000548468
784	United Arab Emirates	1870	0.000148446
887	Yemen	1870	0.000148493
398	Kazakhstan	1870	0.000440244
417	Kyrgyzstan	1870	0.000327794
762	Tajikistan	1870	0.00034694
795	Turkmenistan	1870	0.00034665
860	Uzbekistan	1870	0.00038313
12	Algeria	1870	1,00E-04
818	Egypt	1870	1,00E-04
434	Libya	1870	0.000104422
504	Morocco	1870	0.000124389
788	Tunisia	1870	0.000195746
204	Benin	1870	0.000274686
384	Cote d'Ivoire	1870	0.000784695
288	Ghana	1870	0.000178572
566	Nigeria	1870	8.6006e-05
686	Senegal	1870	0.000113798
768	Togo	1870	0.000111445
24	Angola	1870	0.00011921
120	Cameroon	1870	0.000127471
178	Congo	1870	6.70486e-05
180	Democratic Republic of the Congo	1870	6.88992e-05
266	Gabon	1870	5.9208e-05
72	Botswana	1870	4.06321e-05
516	Namibia	1870	5.11243e-05
710	South Africa	1870	0.00209117
232	Eritrea	1870	9.98949e-05
404	Kenya	1870	7.62637e-05
508	Mozambique	1870	0.000184326
834	United Republic of Tanzania	1870	0.00012124
894	Zambia	1870	0.000604078
716	Zimbabwe	1870	0.000190743
40	Austria	1880	0.0495163
56	Belgium	1880	0.0307154
250	France	1880	0.00883025
276	Germany	1880	0.0176451
442	Luxembourg	1880	1,00E-04
528	Netherlands	1880	0.0141294
756	Switzerland	1880	0.00472376
208	Denmark	1880	0.00629328
233	Estonia	1880	0.000592009
246	Finland	1880	0.00214526
352	Iceland	1880	5.77613e-05
372	Ireland	1880	0.000401076
428	Latvia	1880	0.00100095
440	Lithuania	1880	0.00126651
578	Norway	1880	0.0071395
752	Sweden	1880	0.00597984
826	United Kingdom	1880	0.0686632
8	Albania	1880	0.000479573
70	Bosnia and Herzegovina	1880	5,00E-04
191	Croatia	1880	0.000500945
292	Gibraltar	1880	1,00E-04
300	Greece	1880	0.00134059
380	Italy	1880	0.00197012
470	Malta	1880	0.000122824
620	Portugal	1880	0.000729652
705	Slovenia	1880	0.000500005
724	Spain	1880	0.0081725
807	Former Yugoslav Republic of Macedonia	1880	0.000434378
112	Belarus	1880	0.000566748
100	Bulgaria	1880	0.000107623
203	Czech Republic	1880	0.0676807
348	Hungary	1880	0.0128029
616	Poland	1880	0.00772288
498	Republic of Moldova	1880	0.000305616
642	Romania	1880	0.000151668
643	Russian Federation	1880	0.00152996
703	Slovakia	1880	0.0111006
804	Ukraine	1880	0.00170719
124	Canada	1880	0.0103163
840	United States of America	1880	0.0524779
192	Cuba	1880	0.000161343
214	Dominican Republic	1880	0.000197205
332	Haiti	1880	0.000111816
388	Jamaica	1880	1,00E-04
780	Trinidad and Tobago	1880	0.000106557
188	Costa Rica	1880	0.000101603
222	El Salvador	1880	0.000118336
320	Guatemala	1880	1,00E-04
340	Honduras	1880	1,00E-04
484	Mexico	1880	0.000168918
558	Nicaragua	1880	1,00E-04
591	Panama	1880	1,00E-04
32	Argentina	1880	0.000100128
68	Bolivia (Plurinational State of)	1880	0.000100065
76	Brazil	1880	0.000213063
152	Chile	1880	0.0309486
170	Colombia	1880	0.000176903
218	Ecuador	1880	0.000213105
600	Paraguay	1880	0.000114538
604	Peru	1880	9.99289e-05
858	Uruguay	1880	0.000213063
862	Venezuela (Bolivarian Republic of)	1880	0.000216333
36	Australia	1880	0.0198787
554	New Zealand	1880	0.0142038
50	Bangladesh	1880	0.000166347
356	India	1880	0.000185097
364	Iran (Islamic Republic of)	1880	0.000259863
524	Nepal	1880	0.000204765
586	Pakistan	1880	0.000243026
144	Sri Lanka	1880	0.000145713
156	China	1880	0.00038349
344	Hong Kong China	1880	0.000301493
408	Democratic People's Republic of Korea	1880	0.00103987
392	Japan	1880	0.00145471
496	Mongolia	1880	0.000301493
410	Korea	1880	0.000270429
96	Brunei Darussalam	1880	0.0003122
116	Cambodia	1880	0.000301493
360	Indonesia	1880	0.000174208
458	Malaysia	1880	0.000153506
104	Myanmar	1880	0.000109673
608	Philippines	1880	0.000160451
702	Singapore	1880	1,00E-04
764	Thailand	1880	0.000214569
704	Viet Nam	1880	0.000183701
51	Armenia	1880	0.000574015
31	Azerbaijan	1880	0.000445295
48	Bahrain	1880	0.000189581
196	Cyprus	1880	0.000114513
268	Georgia	1880	0.000695913
368	Iraq	1880	0.000148089
376	Israel	1880	0.000398904
400	Jordan	1880	0.000519636
414	Kuwait	1880	0.000114417
422	Lebanon	1880	0.000148493
512	Oman	1880	0.000148493
634	Qatar	1880	0.000148493
682	Saudi Arabia	1880	0.000148493
760	Syrian Arab Republic	1880	0.000259863
792	Turkey	1880	0.000530182
784	United Arab Emirates	1880	0.000142448
887	Yemen	1880	0.000149138
398	Kazakhstan	1880	0.00052065
417	Kyrgyzstan	1880	0.000343876
762	Tajikistan	1880	0.000395695
795	Turkmenistan	1880	0.000443677
860	Uzbekistan	1880	0.000507668
12	Algeria	1880	1,00E-04
818	Egypt	1880	0.000100001
434	Libya	1880	0.00011372
504	Morocco	1880	0.000124819
788	Tunisia	1880	0.000186609
204	Benin	1880	0.000314587
384	Cote d'Ivoire	1880	0.00066063
288	Ghana	1880	0.000207145
566	Nigeria	1880	9.60644e-05
686	Senegal	1880	0.000126427
768	Togo	1880	0.000137506
24	Angola	1880	0.000135327
120	Cameroon	1880	0.000147092
178	Congo	1880	6.49961e-05
180	Democratic Republic of the Congo	1880	7.97814e-05
266	Gabon	1880	6.24204e-05
72	Botswana	1880	4.40629e-05
516	Namibia	1880	7.11165e-05
710	South Africa	1880	0.00474889
232	Eritrea	1880	9.98949e-05
404	Kenya	1880	8.05147e-05
508	Mozambique	1880	0.000198895
834	United Republic of Tanzania	1880	0.000133228
894	Zambia	1880	0.000554766
716	Zimbabwe	1880	0.00020355
40	Austria	1890	0.0438566
56	Belgium	1890	0.0366781
250	France	1890	0.0106157
276	Germany	1890	0.0257325
442	Luxembourg	1890	1,00E-04
528	Netherlands	1890	0.0158508
756	Switzerland	1890	0.00796367
208	Denmark	1890	0.00908533
233	Estonia	1890	0.00119976
246	Finland	1890	0.00552218
352	Iceland	1890	0.000110508
372	Ireland	1890	0.000391738
428	Latvia	1890	0.00161941
440	Lithuania	1890	0.00235743
578	Norway	1890	0.0120477
752	Sweden	1890	0.0093329
826	United Kingdom	1890	0.0755034
8	Albania	1890	0.00045079
70	Bosnia and Herzegovina	1890	5,00E-04
191	Croatia	1890	0.000502593
292	Gibraltar	1890	1,00E-04
300	Greece	1890	0.00241747
380	Italy	1890	0.00511327
470	Malta	1890	0.000119317
620	Portugal	1890	0.0020881
705	Slovenia	1890	0.000502359
724	Spain	1890	0.0125854
807	Former Yugoslav Republic of Macedonia	1890	0.000428229
112	Belarus	1890	0.000612225
100	Bulgaria	1890	0.000796158
203	Czech Republic	1890	0.111164
348	Hungary	1890	0.0210887
616	Poland	1890	0.0105412
498	Republic of Moldova	1890	0.000602899
642	Romania	1890	0.00267499
643	Russian Federation	1890	0.00196668
703	Slovakia	1890	0.0181474
804	Ukraine	1890	0.00245141
124	Canada	1890	0.0219404
840	United States of America	1890	0.0844504
192	Cuba	1890	0.00015694
214	Dominican Republic	1890	0.000194381
332	Haiti	1890	0.000122366
388	Jamaica	1890	1,00E-04
780	Trinidad and Tobago	1890	0.000183927
188	Costa Rica	1890	0.000121603
222	El Salvador	1890	0.000112482
320	Guatemala	1890	1,00E-04
340	Honduras	1890	1,00E-04
484	Mexico	1890	0.00139735
558	Nicaragua	1890	1,00E-04
591	Panama	1890	1,00E-04
32	Argentina	1890	0.00250444
68	Bolivia (Plurinational State of)	1890	0.000544469
76	Brazil	1890	0.000213064
152	Chile	1890	0.0214758
170	Colombia	1890	0.000184275
218	Ecuador	1890	0.000213682
600	Paraguay	1890	0.00013041
604	Peru	1890	0.000953228
858	Uruguay	1890	0.000213063
862	Venezuela (Bolivarian Republic of)	1890	0.000259134
36	Australia	1890	0.0145636
554	New Zealand	1890	0.021913
50	Bangladesh	1890	0.000162883
356	India	1890	0.000228373
364	Iran (Islamic Republic of)	1890	0.000259863
524	Nepal	1890	0.000238125
586	Pakistan	1890	0.000248621
144	Sri Lanka	1890	0.000148493
156	China	1890	0.000377793
344	Hong Kong China	1890	0.000301493
408	Democratic People's Republic of Korea	1890	0.00110116
392	Japan	1890	0.00296438
496	Mongolia	1890	0.000301493
410	Korea	1890	0.000274617
96	Brunei Darussalam	1890	0.000380766
116	Cambodia	1890	0.000301493
360	Indonesia	1890	0.000186105
458	Malaysia	1890	0.00014413
104	Myanmar	1890	0.000129139
608	Philippines	1890	0.000170032
702	Singapore	1890	1,00E-04
764	Thailand	1890	0.000208438
704	Viet Nam	1890	0.000182946
51	Armenia	1890	0.000952049
31	Azerbaijan	1890	0.000889217
48	Bahrain	1890	0.000181921
196	Cyprus	1890	0.000647078
268	Georgia	1890	0.00111792
368	Iraq	1890	0.000148443
376	Israel	1890	0.000394875
400	Jordan	1890	0.000463392
414	Kuwait	1890	0.000114417
422	Lebanon	1890	0.000148493
512	Oman	1890	0.000148493
634	Qatar	1890	0.000148493
682	Saudi Arabia	1890	0.000148493
760	Syrian Arab Republic	1890	0.000259863
792	Turkey	1890	0.0016933
784	United Arab Emirates	1890	0.000136693
887	Yemen	1890	0.000148734
398	Kazakhstan	1890	0.000922168
417	Kyrgyzstan	1890	0.000417212
762	Tajikistan	1890	0.000466571
795	Turkmenistan	1890	0.000755652
860	Uzbekistan	1890	0.000653376
12	Algeria	1890	0.000100002
818	Egypt	1890	0.000100006
434	Libya	1890	0.000116662
504	Morocco	1890	0.00012488
788	Tunisia	1890	0.000176143
204	Benin	1890	0.000342275
384	Cote d'Ivoire	1890	0.000547855
288	Ghana	1890	0.000233625
566	Nigeria	1890	0.000106458
686	Senegal	1890	0.00014226
768	Togo	1890	0.000165096
24	Angola	1890	0.000153844
120	Cameroon	1890	0.00016369
178	Congo	1890	7.15126e-05
180	Democratic Republic of the Congo	1890	8.94236e-05
266	Gabon	1890	7.13751e-05
72	Botswana	1890	4.80336e-05
516	Namibia	1890	7.57658e-05
710	South Africa	1890	0.00687738
232	Eritrea	1890	9.98949e-05
404	Kenya	1890	8.43073e-05
508	Mozambique	1890	0.00021278
834	United Republic of Tanzania	1890	0.000146592
894	Zambia	1890	0.000509479
716	Zimbabwe	1890	0.000217006
40	Austria	1900	0.0649911
56	Belgium	1900	0.0423779
250	France	1900	0.0138389
276	Germany	1900	0.0360396
442	Luxembourg	1900	1,00E-04
528	Netherlands	1900	0.019793
756	Switzerland	1900	0.0121998
208	Denmark	1900	0.0144054
233	Estonia	1900	0.00249346
246	Finland	1900	0.00980619
352	Iceland	1900	0.000216124
372	Ireland	1900	0.000360736
428	Latvia	1900	0.00316757
440	Lithuania	1900	0.00494733
578	Norway	1900	0.0204081
752	Sweden	1900	0.0158012
826	United Kingdom	1900	0.081965
8	Albania	1900	0.000470082
70	Bosnia and Herzegovina	1900	5,00E-04
191	Croatia	1900	0.000509568
292	Gibraltar	1900	1,00E-04
300	Greece	1900	0.00408108
380	Italy	1900	0.00594276
470	Malta	1900	0.000116439
620	Portugal	1900	0.00262942
705	Slovenia	1900	0.00062612
724	Spain	1900	0.0173124
807	Former Yugoslav Republic of Macedonia	1900	0.000441095
112	Belarus	1900	0.000912018
100	Bulgaria	1900	0.00163379
203	Czech Republic	1900	0.136974
348	Hungary	1900	0.0380658
616	Poland	1900	0.0145587
498	Republic of Moldova	1900	0.00123204
642	Romania	1900	0.00256583
643	Russian Federation	1900	0.00388273
703	Slovakia	1900	0.0223383
804	Ukraine	1900	0.00529021
124	Canada	1900	0.0361004
840	United States of America	1900	0.120002
192	Cuba	1900	0.000154969
214	Dominican Republic	1900	0.00019177
332	Haiti	1900	0.000142507
388	Jamaica	1900	1,00E-04
780	Trinidad and Tobago	1900	0.00031821
188	Costa Rica	1900	0.000139711
222	El Salvador	1900	0.000117865
320	Guatemala	1900	1,00E-04
340	Honduras	1900	0.000107811
484	Mexico	1900	0.00380645
558	Nicaragua	1900	0.000114045
591	Panama	1900	1,00E-04
32	Argentina	1900	0.00269087
68	Bolivia (Plurinational State of)	1900	0.00111775
76	Brazil	1900	0.00021309
152	Chile	1900	0.0166067
170	Colombia	1900	0.000208742
218	Ecuador	1900	0.000214892
600	Paraguay	1900	0.000154959
604	Peru	1900	0.00187348
858	Uruguay	1900	0.000197519
862	Venezuela (Bolivarian Republic of)	1900	0.000359421
36	Australia	1900	0.0323368
554	New Zealand	1900	0.0297276
50	Bangladesh	1900	0.000156117
356	India	1900	0.000358948
364	Iran (Islamic Republic of)	1900	0.000259863
524	Nepal	1900	0.000259863
586	Pakistan	1900	0.000256948
144	Sri Lanka	1900	0.000148493
156	China	1900	0.000369622
344	Hong Kong China	1900	0.000301493
408	Democratic People's Republic of Korea	1900	0.00115817
392	Japan	1900	0.00582391
496	Mongolia	1900	0.000301493
410	Korea	1900	0.000278862
96	Brunei Darussalam	1900	0.00194703
116	Cambodia	1900	0.000301493
360	Indonesia	1900	0.000340895
458	Malaysia	1900	0.000200825
104	Myanmar	1900	0.000162803
608	Philippines	1900	0.000177935
702	Singapore	1900	1,00E-04
764	Thailand	1900	0.000209143
704	Viet Nam	1900	0.000369215
51	Armenia	1900	0.00182182
31	Azerbaijan	1900	0.0018216
48	Bahrain	1900	0.00017457
196	Cyprus	1900	0.00116059
268	Georgia	1900	0.00210502
368	Iraq	1900	0.000148538
376	Israel	1900	0.000390886
400	Jordan	1900	0.000371457
414	Kuwait	1900	0.000114417
422	Lebanon	1900	0.000148493
512	Oman	1900	0.000148493
634	Qatar	1900	0.000148493
682	Saudi Arabia	1900	0.000148493
760	Syrian Arab Republic	1900	0.000259863
792	Turkey	1900	0.00322649
784	United Arab Emirates	1900	0.00013117
887	Yemen	1900	0.000148524
398	Kazakhstan	1900	0.00169057
417	Kyrgyzstan	1900	0.000580416
762	Tajikistan	1900	0.000688039
795	Turkmenistan	1900	0.00146785
860	Uzbekistan	1900	0.00114203
12	Algeria	1900	0.000100039
818	Egypt	1900	0.000100124
434	Libya	1900	0.000110167
504	Morocco	1900	0.000124835
788	Tunisia	1900	0.000164669
204	Benin	1900	0.000342275
384	Cote d'Ivoire	1900	0.000444339
288	Ghana	1900	0.0002531
566	Nigeria	1900	0.000116131
686	Senegal	1900	0.000158595
768	Togo	1900	0.000202643
24	Angola	1900	0.000169925
120	Cameroon	1900	0.000182129
178	Congo	1900	8.19841e-05
180	Democratic Republic of the Congo	1900	9.99356e-05
266	Gabon	1900	8.02701e-05
72	Botswana	1900	5.2724e-05
516	Namibia	1900	7.88786e-05
710	South Africa	1900	0.00714811
232	Eritrea	1900	9.98949e-05
404	Kenya	1900	8.69129e-05
508	Mozambique	1900	0.000230535
834	United Republic of Tanzania	1900	0.000159882
894	Zambia	1900	0.000467889
716	Zimbabwe	1900	0.000231119
40	Austria	1910	0.0949821
56	Belgium	1910	0.0477706
250	France	1910	0.0178383
276	Germany	1910	0.0432268
442	Luxembourg	1910	8.75584e-05
528	Netherlands	1910	0.0246218
756	Switzerland	1910	0.0147577
208	Denmark	1910	0.0184238
233	Estonia	1910	0.00202874
246	Finland	1910	0.0176526
352	Iceland	1910	0.000635627
372	Ireland	1910	0.000304252
428	Latvia	1910	0.00276259
440	Lithuania	1910	0.0042339
578	Norway	1910	0.036084
752	Sweden	1910	0.0233268
826	United Kingdom	1910	0.0860585
8	Albania	1910	0.000450108
70	Bosnia and Herzegovina	1910	0.000420793
191	Croatia	1910	0.000479113
292	Gibraltar	1910	0.000264966
300	Greece	1910	0.00499466
380	Italy	1910	0.0082726
